"country_name","year","urban","size_residence","gender","age","prec_safety","exp_crimevic_justic","exp_crimelocal_gang","exp_crimelocal_police","fair_courts","respect_inst","rights_protected","proud_gov","support_gov","trust_justice","trust_supremecourt_tribunal","trust_armedforces","trust_natleg","trust_natgov","trust_natpolice","trust_politicalparties","trust_exec","trust_supremecourt","trust_elections","b47a","community_problem","attend_community","attend_polmeeting","dem_prefernce","ironfist","exp_crimeprob_drug","exp_crimeprob_shooting","diso17","pres_dv1","pres_dv2","approve_overthrow","approve_protesting","approve_blockaids","approve_vigilantism","education","goverence_1","political_knoweldge","race","exp_crimecorr_police","exp_crimecorr_public","exp_crimecorr_common","exp_crimecorr_gov","exp_crimecorr_court","exp_crimecorr_health","exp_crimefear_transport","exp_crimefear_school","watch_news","dem_support","auth_coup1","auth_coup2","auth_power1","auth_power2","language","approve_exec","approve_corupption","approve_secuirty","approve_economy","nationality","attend_citycouncil","petition_localgov","satisfied_dem","interest_politcs","attend_protest","attend_religion","importance_religion","income_monthly","sex","pres_economy","vote_registration","vote_lastelection","exp_crimevic","exp_crimevic_num","exp_crimevic_household","exp_crimevic_type","exp_crimevic_loc","exp_crimevic_fear","exp_crimevic_move","exp_crimevic_alone","exp_crimelocal_rob","exp_crimelocal_drug","exp_crimelocal_extortion","vicbar4a","exp_crimelocal_murders"
"Brazil",2008,1,3,1,24,NA,3,NA,2,1,1,1,1,6,1,1,1,1,4,2,1,1,1,5,NA,3,4,4,2,2,NA,NA,NA,NA,NA,1,6,1,1,10,6,3,1,0,NA,2,0,NA,0,NA,NA,NA,6,2,1,NA,NA,NA,3,1,3,NA,15,1,2,2,3,NA,5,NA,2,1,3,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Brazil",2008,2,5,2,57,2,2,NA,NA,4,6,4,6,6,6,6,7,NA,NA,7,7,7,6,6,NA,3,2,4,2,2,NA,NA,NA,NA,NA,1,4,1,1,2,6,2,1,0,0,4,NA,NA,NA,NA,NA,NA,NA,2,2,NA,NA,NA,2,4,6,NA,15,2,1,NA,3,NA,3,NA,3,2,3,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Brazil",2008,1,4,1,30,2,3,NA,3,3,5,4,NA,NA,2,4,5,3,3,5,3,4,4,5,NA,3,4,4,2,2,NA,NA,NA,NA,NA,1,5,2,NA,11,2,NA,1,0,0,2,0,NA,0,NA,NA,NA,7,NA,NA,NA,NA,NA,3,3,3,NA,15,2,2,2,3,NA,2,NA,2,1,3,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Brazil",2008,1,1,2,65,2,2,NA,NA,7,4,3,5,5,3,3,6,3,3,2,3,2,2,1,NA,4,4,4,2,NA,NA,NA,NA,NA,NA,1,2,1,1,4,6,5,5,0,0,2,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,3,2,2,NA,15,2,2,4,4,NA,3,NA,4,2,5,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Brazil",2008,1,4,1,39,2,NA,NA,NA,3,3,5,5,3,4,5,5,6,7,NA,6,5,5,5,NA,4,4,4,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2,2,5,0,0,2,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,5,3,3,NA,15,2,2,2,3,NA,2,NA,3,1,2,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Brazil",2008,1,1,2,45,2,2,NA,2,4,5,3,3,4,4,4,6,3,3,3,3,4,5,4,NA,4,4,4,2,2,NA,NA,NA,NA,NA,1,6,1,1,11,2,4,5,0,0,3,NA,NA,0,NA,NA,NA,7,2,2,NA,NA,NA,4,3,3,NA,15,2,2,3,3,NA,1,NA,3,2,4,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Brazil",2008,1,1,1,58,4,3,NA,NA,3,3,3,1,1,3,3,3,1,1,3,1,1,3,1,NA,3,2,4,NA,1,NA,NA,NA,NA,NA,1,5,1,1,16,1,1,1,0,0,3,NA,NA,NA,NA,NA,NA,1,1,2,NA,NA,NA,3,1,1,NA,15,2,2,4,4,NA,5,NA,NA,1,5,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Brazil",2008,1,1,1,37,4,4,NA,1,2,1,1,1,1,1,1,4,1,3,7,1,1,3,1,NA,3,3,4,3,1,NA,NA,NA,NA,NA,10,10,1,10,4,7,7,1,0,0,1,NA,NA,NA,NA,NA,NA,6,2,1,NA,NA,NA,3,1,6,NA,15,2,2,4,3,NA,4,NA,2,1,3,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Brazil",2008,1,4,1,22,4,3,NA,2,5,5,4,1,1,5,1,7,1,3,5,3,3,6,1,NA,1,1,2,2,2,NA,NA,NA,NA,NA,1,5,1,1,8,1,NA,1,0,0,1,0,0,0,NA,NA,NA,6,1,1,NA,NA,NA,2,6,6,NA,15,2,1,2,1,NA,5,NA,2,1,3,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Brazil",2008,1,2,2,32,2,3,NA,2,5,5,6,6,6,4,4,6,6,5,5,3,5,6,4,NA,4,4,4,1,2,NA,NA,NA,NA,NA,1,8,1,1,12,2,3,1,0,0,2,NA,NA,NA,NA,NA,NA,6,1,2,NA,NA,NA,3,2,3,NA,15,2,2,2,3,NA,2,NA,2,2,3,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Brazil",2008,1,3,1,32,1,3,NA,2,7,2,7,7,6,3,2,7,6,4,3,2,7,7,7,NA,4,4,4,2,1,NA,NA,NA,NA,NA,3,6,2,1,5,7,3,5,0,0,4,NA,NA,NA,NA,NA,NA,7,1,1,NA,NA,NA,2,7,6,NA,15,2,2,3,4,NA,5,NA,3,1,2,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Brazil",2008,1,3,2,27,1,1,NA,1,3,2,2,2,2,1,2,4,1,4,4,1,6,4,4,NA,NA,4,4,2,1,NA,NA,NA,NA,NA,1,7,1,1,7,1,4,1,0,0,3,NA,NA,0,NA,NA,NA,4,2,2,NA,NA,NA,2,5,5,NA,15,2,1,2,4,NA,4,NA,2,2,3,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Brazil",2008,1,1,2,51,2,3,NA,3,4,4,3,1,1,3,3,4,4,4,4,4,4,4,4,NA,4,3,4,2,2,NA,NA,NA,NA,NA,4,10,4,5,3,1,3,1,0,0,2,NA,NA,0,NA,NA,NA,7,2,2,NA,NA,NA,3,1,3,NA,15,2,2,3,1,NA,2,NA,3,2,3,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Brazil",2008,1,1,1,52,1,3,NA,2,NA,6,3,4,6,6,4,1,4,4,1,6,7,5,4,NA,2,2,3,2,2,NA,NA,NA,NA,NA,9,9,9,5,0,2,4,3,0,0,3,NA,NA,NA,NA,NA,NA,5,2,2,NA,NA,NA,2,1,1,NA,15,1,2,1,1,NA,2,NA,2,1,3,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Brazil",2008,1,2,2,39,NA,3,NA,2,5,5,4,3,3,5,5,7,4,4,2,3,4,4,5,NA,4,4,4,2,1,NA,NA,NA,NA,NA,1,10,1,1,7,7,3,5,0,0,3,NA,NA,NA,NA,NA,NA,5,1,2,NA,NA,NA,4,2,2,NA,15,2,2,2,4,NA,2,NA,1,2,2,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Brazil",2008,1,1,2,26,4,4,NA,3,2,2,1,1,1,3,3,3,3,3,3,4,3,3,3,NA,4,4,4,2,2,NA,NA,NA,NA,NA,10,10,10,5,11,1,2,1,0,0,1,NA,NA,0,NA,NA,NA,7,2,2,NA,NA,NA,3,1,2,NA,15,2,2,2,4,NA,NA,NA,NA,2,5,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Brazil",2008,2,5,1,68,2,3,NA,2,5,6,5,6,6,5,6,7,4,5,6,5,4,3,5,NA,4,4,4,NA,NA,NA,NA,NA,NA,NA,4,8,8,5,4,6,5,5,0,0,2,NA,0,0,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,4,4,NA,15,2,1,1,3,NA,2,NA,2,1,3,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Brazil",2008,1,4,1,25,2,4,NA,NA,6,6,5,6,6,5,5,6,6,6,5,5,6,6,4,NA,4,NA,4,2,2,NA,NA,NA,NA,NA,2,8,2,2,4,5,4,5,0,0,3,NA,NA,0,NA,NA,NA,5,2,2,NA,NA,NA,1,5,4,NA,15,2,2,2,3,NA,1,NA,2,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Brazil",2008,1,3,2,56,1,4,NA,2,6,4,3,5,4,3,6,6,5,3,5,5,5,5,4,NA,4,4,4,NA,2,NA,NA,NA,NA,NA,1,8,4,1,8,2,3,1,0,0,2,NA,NA,NA,NA,NA,NA,5,2,2,NA,NA,NA,2,5,5,NA,15,2,2,2,3,NA,5,NA,3,2,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Brazil",2008,1,1,2,82,2,3,NA,2,4,7,1,4,1,2,2,6,4,1,7,2,1,4,2,NA,4,4,4,NA,1,NA,NA,NA,NA,NA,2,8,2,2,8,4,6,1,0,0,3,0,0,1,NA,NA,NA,7,2,1,NA,NA,NA,5,2,4,NA,15,2,2,2,3,NA,2,NA,3,2,5,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Brazil",2008,1,2,2,84,1,1,NA,3,NA,2,2,2,2,7,1,7,1,1,7,1,1,1,1,NA,2,4,4,2,2,NA,NA,NA,NA,NA,1,9,1,1,0,1,1,1,0,0,3,NA,NA,0,NA,NA,NA,NA,2,2,NA,NA,NA,2,NA,NA,NA,15,2,2,2,4,NA,3,NA,4,2,4,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Brazil",2008,1,1,2,23,2,3,NA,3,4,5,3,4,3,3,1,4,4,4,4,4,4,4,4,NA,4,4,4,3,2,NA,NA,NA,NA,NA,10,10,10,5,11,5,3,1,0,0,1,NA,NA,0,NA,NA,NA,6,2,2,NA,NA,NA,3,1,1,NA,15,2,2,2,3,NA,2,NA,3,2,3,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Brazil",2008,1,1,2,36,2,2,NA,1,3,3,3,2,2,4,4,5,3,2,5,2,2,4,3,NA,1,4,4,2,2,NA,NA,NA,NA,NA,1,6,1,5,11,2,5,1,0,0,2,1,0,1,NA,NA,NA,5,2,2,NA,NA,NA,3,1,2,NA,15,2,1,2,3,NA,1,NA,2,2,3,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Brazil",2008,1,4,1,27,1,3,NA,2,3,5,3,6,6,3,2,6,3,5,5,3,5,3,6,NA,4,4,4,2,2,NA,NA,NA,NA,NA,1,10,4,1,13,4,3,5,0,0,1,NA,NA,NA,NA,NA,NA,7,2,2,NA,NA,NA,2,5,5,NA,15,2,2,2,2,NA,3,NA,1,1,3,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Brazil",2008,2,5,1,35,1,4,NA,1,5,4,5,5,5,7,7,7,NA,NA,NA,NA,5,NA,NA,NA,4,4,4,NA,NA,NA,NA,NA,NA,NA,7,7,1,1,6,NA,NA,5,0,0,1,NA,NA,NA,NA,NA,NA,NA,2,2,NA,NA,NA,3,5,5,NA,15,2,2,2,3,NA,3,NA,4,1,3,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Brazil",2008,1,3,2,41,1,1,NA,1,1,1,1,1,1,1,2,4,1,4,4,1,4,4,5,NA,4,4,4,2,2,NA,NA,NA,NA,NA,3,10,1,2,15,1,1,5,0,0,3,NA,NA,0,NA,NA,NA,4,2,2,NA,NA,NA,2,3,3,NA,15,2,2,2,4,NA,2,NA,2,2,2,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Brazil",2008,1,1,1,37,3,4,NA,2,4,3,1,2,3,4,1,7,1,1,1,1,4,4,1,NA,4,4,4,3,2,NA,NA,NA,NA,NA,1,7,2,1,6,5,2,4,0,0,2,NA,NA,0,NA,NA,NA,5,1,1,NA,NA,NA,3,1,2,NA,15,2,2,4,2,NA,3,NA,3,1,3,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Brazil",2008,1,4,1,32,2,3,NA,2,5,4,5,5,5,4,6,6,2,3,4,2,4,6,5,NA,4,4,4,2,2,NA,NA,NA,NA,NA,1,10,1,1,16,1,3,NA,0,0,1,NA,NA,0,NA,NA,NA,7,2,2,NA,NA,NA,4,2,3,NA,15,2,2,2,3,NA,2,NA,3,1,2,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Brazil",2008,1,2,1,28,2,4,NA,3,5,1,1,3,4,4,1,5,1,2,5,1,1,3,2,NA,4,4,4,2,2,NA,NA,NA,NA,NA,1,9,1,5,16,1,4,1,0,0,2,NA,NA,0,NA,NA,NA,7,1,1,NA,NA,NA,3,1,3,NA,15,2,2,3,3,NA,3,NA,2,1,3,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Brazil",2008,1,2,1,30,1,2,NA,3,4,6,3,5,4,4,4,6,3,6,4,3,6,5,5,NA,4,4,3,3,1,NA,NA,NA,NA,NA,1,8,1,1,15,6,6,1,0,0,2,0,NA,0,NA,NA,NA,6,2,1,NA,NA,NA,2,4,4,NA,15,2,2,2,1,NA,1,NA,2,1,2,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Brazil",2008,1,1,2,45,2,4,NA,2,NA,3,3,5,4,2,4,6,2,2,1,1,2,2,1,NA,4,4,4,2,1,NA,NA,NA,NA,NA,1,7,2,1,8,6,2,5,0,0,1,NA,NA,0,NA,NA,NA,3,1,1,NA,NA,NA,5,1,3,NA,15,2,2,3,4,NA,NA,NA,3,2,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Brazil",2008,2,5,1,21,2,3,NA,2,5,5,2,1,2,4,3,7,4,5,2,1,5,5,2,NA,2,4,4,1,1,NA,NA,NA,NA,NA,4,9,5,5,11,5,4,7,0,0,1,NA,NA,0,NA,NA,NA,5,2,2,NA,NA,NA,2,4,2,NA,15,2,2,3,4,NA,3,NA,4,1,3,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Brazil",2008,1,1,2,25,2,3,NA,2,4,4,5,6,6,4,4,5,5,5,4,3,4,4,3,NA,4,4,4,2,2,NA,NA,NA,NA,NA,1,8,2,1,11,1,4,5,0,0,1,NA,NA,0,NA,NA,NA,6,2,2,NA,NA,NA,2,3,3,NA,15,2,2,2,3,NA,1,NA,3,2,5,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Brazil",2008,1,4,2,76,1,1,NA,1,7,NA,NA,NA,NA,7,NA,NA,NA,NA,7,NA,7,NA,NA,NA,3,4,4,2,1,NA,NA,NA,NA,NA,3,10,3,3,1,NA,NA,1,NA,NA,4,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,5,5,NA,15,2,2,2,4,NA,1,NA,3,2,2,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Brazil",2008,1,4,2,24,2,1,NA,2,3,3,2,5,5,4,NA,6,7,3,1,2,4,4,3,NA,4,4,4,NA,2,NA,NA,NA,NA,NA,6,5,1,1,1,5,4,5,0,0,3,NA,NA,0,NA,NA,NA,6,2,2,NA,NA,NA,3,3,3,NA,15,2,2,2,3,NA,4,NA,4,2,4,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Brazil",2008,1,2,2,27,2,2,NA,NA,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,NA,4,4,4,3,1,NA,NA,NA,NA,NA,2,2,1,2,8,1,1,4,0,0,1,NA,NA,NA,NA,NA,NA,3,2,2,NA,NA,NA,2,1,1,NA,15,2,2,3,4,NA,1,NA,2,2,3,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Brazil",2008,1,4,2,30,1,4,NA,1,5,6,4,2,2,1,3,3,3,5,4,3,6,5,2,NA,3,3,4,2,2,NA,NA,NA,NA,NA,1,8,3,1,18,5,5,1,0,0,2,NA,NA,1,NA,NA,NA,6,2,1,NA,NA,NA,2,4,3,NA,15,2,2,2,2,NA,2,NA,2,2,3,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Brazil",2008,1,1,1,24,3,3,NA,2,4,3,2,2,2,4,4,4,NA,4,4,2,5,NA,4,NA,4,4,4,2,1,NA,NA,NA,NA,NA,1,5,1,1,4,1,1,5,0,0,2,NA,NA,0,NA,NA,NA,7,1,1,NA,NA,NA,4,1,2,NA,15,2,2,2,4,NA,1,NA,3,1,5,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Brazil",2008,2,5,2,33,1,1,NA,1,2,3,1,5,4,2,3,6,2,3,6,4,5,2,3,NA,4,4,4,1,1,NA,NA,NA,NA,NA,7,3,6,10,4,5,4,1,0,0,3,NA,NA,NA,NA,NA,NA,3,1,1,NA,NA,NA,2,7,6,NA,15,2,2,3,3,NA,3,NA,4,2,3,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Brazil",2008,1,2,2,51,2,3,NA,NA,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,NA,4,3,4,3,1,NA,NA,NA,NA,NA,1,3,1,3,4,1,1,4,0,0,3,NA,NA,NA,NA,NA,NA,1,2,2,NA,NA,NA,3,1,1,NA,15,2,2,3,4,NA,1,NA,2,2,5,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Brazil",2008,1,3,2,26,2,NA,NA,3,NA,3,3,NA,4,4,3,4,3,6,2,4,5,3,2,NA,4,2,2,3,1,NA,NA,NA,NA,NA,1,6,1,1,11,5,4,5,0,0,2,0,0,0,NA,NA,NA,4,2,2,NA,NA,NA,2,3,4,NA,15,1,1,2,3,NA,NA,NA,4,2,2,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Brazil",2008,1,3,2,29,2,3,NA,2,3,7,5,6,5,4,3,3,3,5,3,3,5,5,4,NA,4,4,4,2,2,NA,NA,NA,NA,NA,6,8,6,4,6,5,5,1,0,0,2,NA,NA,NA,NA,NA,NA,5,2,2,NA,NA,NA,2,5,7,NA,15,2,2,2,3,NA,1,NA,NA,2,3,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Brazil",2008,1,4,2,19,1,2,NA,NA,NA,6,5,7,5,6,7,5,6,6,3,5,6,4,7,NA,4,4,4,2,1,NA,NA,NA,NA,NA,1,6,1,1,11,4,4,1,0,0,2,NA,NA,NA,NA,NA,NA,6,1,2,NA,NA,NA,2,5,3,NA,15,2,2,3,2,NA,3,NA,2,2,2,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Brazil",2008,1,4,2,78,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,NA,6,NA,NA,NA,4,4,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,4,0,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,15,2,2,NA,4,NA,5,NA,4,2,3,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Brazil",2008,2,5,1,62,2,3,NA,1,3,4,2,2,6,7,3,6,1,7,5,4,7,4,6,NA,1,3,4,2,2,NA,NA,NA,NA,NA,1,6,3,1,3,NA,NA,4,0,0,3,0,NA,NA,NA,NA,NA,7,2,2,NA,NA,NA,2,6,4,NA,15,2,2,2,4,NA,4,NA,3,1,3,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Brazil",2008,1,2,2,38,2,2,NA,1,NA,1,1,NA,1,1,NA,NA,5,NA,7,1,5,NA,5,NA,2,4,3,1,1,NA,NA,NA,NA,NA,NA,10,NA,NA,11,1,1,1,0,0,1,NA,NA,0,NA,NA,NA,5,1,2,NA,NA,NA,2,5,5,NA,15,2,2,3,2,NA,1,NA,1,2,3,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Brazil",2008,2,5,1,60,1,1,NA,1,NA,7,7,7,7,7,7,7,7,7,7,7,7,7,7,NA,3,3,3,NA,1,NA,NA,NA,NA,NA,3,3,3,3,0,2,2,5,0,0,NA,NA,NA,NA,NA,NA,NA,2,1,1,NA,NA,NA,NA,1,1,NA,15,2,2,4,4,NA,5,NA,4,1,NA,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Brazil",2008,1,3,2,61,1,4,NA,NA,1,7,1,1,3,1,2,3,1,1,1,1,1,1,1,NA,4,4,4,2,1,NA,NA,NA,NA,NA,1,5,1,1,4,1,1,1,0,0,1,NA,NA,NA,NA,NA,NA,7,1,1,NA,NA,NA,5,1,1,NA,15,2,2,4,4,NA,5,NA,4,2,4,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Brazil",2008,2,5,2,60,2,3,NA,3,NA,3,3,3,3,3,2,3,1,1,3,3,3,3,3,NA,4,4,4,2,2,NA,NA,NA,NA,NA,1,10,1,1,4,2,3,1,0,0,4,NA,NA,NA,NA,NA,NA,7,2,2,NA,NA,NA,5,3,3,NA,15,2,2,3,4,NA,2,NA,3,2,5,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Brazil",2008,1,3,2,24,2,4,NA,1,3,4,4,2,4,2,2,6,2,4,2,2,4,4,5,NA,2,4,4,2,1,NA,NA,NA,NA,NA,2,8,4,5,13,3,NA,1,0,0,1,NA,NA,0,NA,NA,NA,4,1,2,NA,NA,NA,2,2,3,NA,15,2,2,2,4,NA,3,NA,2,2,3,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Brazil",2008,1,1,2,38,2,4,NA,1,NA,3,2,3,3,5,5,6,4,3,4,3,4,4,4,NA,3,3,4,2,1,NA,NA,NA,NA,NA,1,9,2,1,11,4,4,1,0,0,1,NA,0,NA,NA,NA,NA,5,1,1,NA,NA,NA,2,4,4,NA,15,2,2,2,4,NA,2,NA,3,2,3,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Brazil",2008,1,2,2,72,3,2,NA,NA,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,NA,4,4,4,3,2,NA,NA,NA,NA,NA,1,3,1,1,0,1,1,1,0,0,1,NA,NA,NA,NA,NA,NA,1,2,2,NA,NA,NA,3,1,1,NA,15,2,2,3,4,NA,4,NA,4,2,4,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Brazil",2008,1,1,1,48,4,4,NA,NA,5,7,5,4,1,2,2,7,1,1,2,1,1,1,1,NA,4,4,4,2,1,NA,NA,NA,NA,NA,1,10,4,1,8,6,5,5,0,0,2,NA,0,1,NA,NA,NA,4,1,2,NA,NA,NA,2,1,5,NA,15,2,1,2,3,NA,5,NA,3,1,3,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Brazil",2008,1,4,1,26,2,3,NA,2,4,4,4,4,4,4,4,3,2,6,4,4,4,4,5,NA,4,4,4,2,2,NA,NA,NA,NA,NA,1,10,2,1,9,1,3,5,0,0,1,NA,NA,NA,NA,NA,NA,4,2,2,NA,NA,NA,2,3,4,NA,15,2,2,2,3,NA,3,NA,4,1,3,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Brazil",2008,1,4,2,18,3,3,NA,NA,6,6,6,1,6,6,5,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,4,2,1,NA,NA,NA,NA,NA,2,8,2,4,7,5,NA,5,0,1,4,NA,NA,0,NA,NA,NA,NA,1,1,NA,NA,NA,2,6,6,NA,15,2,2,2,4,NA,NA,NA,2,2,3,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Brazil",2008,1,4,1,NA,3,2,NA,1,3,5,4,4,4,4,4,5,3,5,2,5,5,4,3,NA,4,4,4,2,2,NA,NA,NA,NA,NA,1,10,1,1,11,3,1,5,0,0,3,NA,NA,0,NA,NA,NA,4,2,2,NA,NA,NA,2,3,3,NA,15,1,1,3,3,NA,4,NA,3,1,2,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Brazil",2008,1,2,2,50,4,4,NA,3,1,3,1,1,7,4,3,5,1,1,3,4,1,NA,3,NA,4,4,4,2,2,NA,NA,NA,NA,NA,1,10,10,1,4,1,3,5,0,0,3,0,0,0,NA,NA,NA,7,NA,NA,NA,NA,NA,3,1,1,NA,15,2,2,2,3,NA,1,NA,2,2,4,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Brazil",2008,2,5,1,35,2,3,NA,NA,4,NA,NA,1,NA,4,1,NA,NA,4,1,NA,7,NA,1,NA,3,4,3,2,2,NA,NA,NA,NA,NA,1,10,4,1,6,NA,NA,4,0,0,1,NA,NA,NA,NA,NA,NA,NA,2,2,NA,NA,NA,2,NA,NA,NA,15,2,1,3,3,NA,4,NA,3,1,3,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Brazil",2008,1,4,2,56,1,2,NA,1,7,7,5,5,5,5,5,5,5,5,5,5,5,5,5,NA,4,4,4,2,2,NA,NA,NA,NA,NA,1,10,1,1,4,3,5,1,NA,NA,1,NA,NA,NA,NA,NA,NA,5,1,2,NA,NA,NA,3,5,5,NA,15,2,2,2,3,NA,2,NA,3,2,2,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Brazil",2008,1,1,2,25,2,3,NA,1,NA,5,3,4,4,3,2,3,3,1,2,5,3,2,4,NA,4,4,4,2,1,NA,NA,NA,NA,NA,5,6,4,7,11,3,3,4,0,0,2,NA,NA,NA,NA,NA,NA,NA,2,2,NA,NA,NA,3,2,3,NA,15,2,2,2,3,NA,1,NA,3,2,2,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Brazil",2008,1,3,2,40,2,1,NA,1,2,2,6,6,2,6,7,7,6,6,6,6,7,7,6,NA,4,4,4,2,1,NA,NA,NA,NA,NA,1,10,1,1,9,1,3,5,0,0,1,NA,NA,0,NA,NA,NA,7,1,2,NA,NA,NA,3,2,6,NA,15,1,2,2,4,NA,5,NA,3,2,3,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
