"country_name","year","urban","size_residence","gender","age","prec_safety","exp_crimevic_justic","exp_crimelocal_gang","exp_crimelocal_police","fair_courts","respect_inst","rights_protected","proud_gov","support_gov","trust_justice","trust_supremecourt_tribunal","trust_armedforces","trust_natleg","trust_natgov","trust_natpolice","trust_politicalparties","trust_exec","trust_supremecourt","trust_elections","b47a","community_problem","attend_community","attend_polmeeting","dem_prefernce","ironfist","exp_crimeprob_drug","exp_crimeprob_shooting","diso17","pres_dv1","pres_dv2","approve_overthrow","approve_protesting","approve_blockaids","approve_vigilantism","education","goverence_1","political_knoweldge","race","exp_crimecorr_police","exp_crimecorr_public","exp_crimecorr_common","exp_crimecorr_gov","exp_crimecorr_court","exp_crimecorr_health","exp_crimefear_transport","exp_crimefear_school","watch_news","dem_support","auth_coup1","auth_coup2","auth_power1","auth_power2","language","approve_exec","approve_corupption","approve_secuirty","approve_economy","nationality","attend_citycouncil","petition_localgov","satisfied_dem","interest_politcs","attend_protest","attend_religion","importance_religion","income_monthly","sex","pres_economy","vote_registration","vote_lastelection","exp_crimevic","exp_crimevic_num","exp_crimevic_household","exp_crimevic_type","exp_crimevic_loc","exp_crimevic_fear","exp_crimevic_move","exp_crimevic_alone","exp_crimelocal_rob","exp_crimelocal_drug","exp_crimelocal_extortion","vicbar4a","exp_crimelocal_murders"
"Brazil",2014,1,2,1,40,4,3,1,NA,3,7,1,1,1,1,NA,4,1,NA,1,1,1,NA,1,1,2,4,4,3,NA,NA,NA,NA,NA,NA,1,10,5,1,11,2,2,1,0,0,NA,NA,NA,0,NA,NA,4,5,1,1,2,NA,1501,3,1,1,1,15,2,2,3,3,2,NA,1,2,1,NA,1,1,1,2,2,11,NA,NA,NA,NA,1,1,1,NA,1
"Brazil",2014,1,2,1,42,3,3,4,NA,2,5,3,3,4,2,NA,5,1,NA,5,1,4,NA,4,2,4,4,4,3,NA,NA,NA,NA,NA,NA,1,7,1,5,4,1,2,5,0,0,NA,NA,NA,0,NA,NA,2,4,1,1,NA,NA,1501,3,4,3,3,15,2,2,3,3,2,NA,3,4,1,NA,1,1,2,NA,2,NA,NA,NA,NA,NA,2,NA,NA,NA,1
"Brazil",2014,1,1,2,44,4,2,2,NA,1,NA,NA,3,4,3,NA,5,6,NA,2,NA,7,NA,5,4,2,4,3,3,NA,NA,NA,NA,NA,NA,4,5,6,1,5,4,4,5,0,0,NA,NA,NA,NA,NA,NA,1,2,2,2,2,NA,1501,3,3,6,2,15,2,2,3,4,2,NA,1,2,2,NA,1,1,2,NA,2,NA,NA,NA,NA,NA,2,NA,2,NA,2
"Brazil",2014,2,5,1,20,4,3,4,NA,3,2,3,4,3,3,NA,2,2,NA,4,2,3,NA,3,5,4,3,4,2,NA,NA,NA,NA,NA,NA,1,8,1,1,11,6,3,1,0,0,NA,NA,NA,NA,NA,NA,2,4,2,2,2,NA,1501,4,2,3,3,15,2,2,2,3,2,NA,1,3,1,NA,1,1,2,NA,2,NA,NA,NA,NA,NA,2,NA,NA,NA,2
"Brazil",2014,1,3,2,20,2,3,3,NA,7,7,4,5,5,4,NA,7,2,NA,6,1,7,NA,7,4,4,4,4,2,NA,NA,NA,NA,NA,NA,1,10,2,2,8,5,7,5,0,0,NA,NA,NA,0,NA,NA,1,5,NA,NA,NA,NA,1501,2,4,2,3,15,2,2,2,3,2,NA,1,3,2,NA,1,2,2,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Brazil",2014,1,3,1,35,3,2,3,NA,NA,3,2,3,NA,2,NA,2,2,NA,2,2,3,NA,2,1,4,4,4,2,NA,NA,NA,NA,NA,NA,7,10,7,10,9,1,5,4,0,0,NA,NA,NA,NA,NA,NA,2,5,1,1,1,NA,1501,3,1,1,1,15,2,2,3,3,2,NA,2,3,1,NA,1,1,2,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA
"Brazil",2014,1,3,1,63,3,1,3,NA,4,3,4,3,2,5,NA,6,3,NA,4,1,4,NA,4,4,4,4,4,NA,NA,NA,NA,NA,NA,NA,3,1,1,1,4,4,3,1,0,0,NA,NA,NA,0,NA,NA,4,NA,NA,1,2,NA,1501,3,3,2,2,15,2,2,2,3,2,NA,1,3,1,NA,1,1,2,NA,2,NA,NA,NA,NA,NA,1,2,2,NA,1
"Brazil",2014,2,5,1,44,2,4,4,NA,4,3,4,5,2,4,NA,6,4,NA,5,3,7,NA,4,5,3,4,4,2,NA,NA,NA,NA,NA,NA,2,8,1,1,13,5,2,3,0,0,NA,NA,NA,0,NA,NA,1,3,2,2,2,NA,1501,2,5,5,4,15,2,2,2,2,2,NA,1,3,1,NA,1,1,2,NA,2,NA,NA,NA,NA,NA,2,1,NA,NA,2
"Brazil",2014,1,3,1,20,4,3,3,NA,3,5,3,1,1,1,NA,4,1,NA,2,1,3,NA,4,5,2,4,4,2,NA,NA,NA,NA,NA,NA,1,3,1,1,10,3,2,1,0,0,NA,NA,NA,0,NA,NA,1,4,2,1,2,NA,1501,3,4,3,2,15,2,2,2,3,2,NA,1,2,1,NA,1,2,1,6,2,1,1,NA,NA,NA,1,1,2,NA,2
"Brazil",2014,1,2,1,42,4,4,3,NA,4,4,3,1,2,4,NA,7,1,NA,3,3,4,NA,3,4,3,4,4,2,NA,NA,NA,NA,NA,NA,4,9,1,3,10,4,5,5,0,0,NA,NA,NA,0,NA,NA,2,6,2,2,2,NA,1501,3,2,2,3,15,2,2,3,3,2,NA,1,3,1,NA,1,1,1,1,1,1,3,NA,NA,NA,1,NA,NA,NA,1
"Brazil",2014,1,2,1,32,4,4,2,NA,2,2,3,2,2,2,NA,4,2,NA,2,2,2,NA,3,4,4,4,4,3,NA,NA,NA,NA,NA,NA,3,6,7,9,12,1,6,5,0,0,NA,NA,NA,0,NA,NA,1,6,2,2,2,NA,1501,4,2,2,2,15,1,2,3,4,2,NA,1,1,1,NA,1,1,2,NA,2,NA,NA,NA,NA,NA,1,1,1,NA,1
"Brazil",2014,2,5,1,79,2,4,3,NA,1,1,1,2,1,5,NA,7,1,NA,1,1,1,NA,1,1,3,4,4,2,NA,NA,NA,NA,NA,NA,1,9,1,1,2,1,1,5,0,0,NA,0,0,0,NA,NA,2,6,2,2,2,NA,1501,3,1,2,1,15,2,1,3,4,2,NA,1,2,1,NA,1,2,2,NA,2,NA,NA,NA,NA,NA,2,2,2,NA,2
"Brazil",2014,1,4,2,42,1,3,4,NA,5,4,5,3,4,2,NA,5,4,NA,3,3,6,NA,4,4,3,2,4,2,NA,NA,NA,NA,NA,NA,5,5,5,4,4,5,6,1,0,0,NA,NA,0,0,NA,NA,1,6,2,2,2,NA,1501,2,6,4,4,15,2,2,2,2,2,NA,2,1,2,NA,1,1,2,NA,2,NA,NA,NA,NA,NA,2,1,2,NA,1
"Brazil",2014,2,5,2,49,2,4,4,NA,2,2,2,2,2,2,NA,2,2,NA,5,2,2,NA,2,2,4,3,4,3,NA,NA,NA,NA,NA,NA,7,2,8,1,8,1,1,1,0,0,NA,NA,NA,NA,NA,NA,3,NA,2,2,2,NA,1501,4,NA,2,2,15,2,2,NA,3,2,NA,1,4,2,NA,1,1,2,NA,2,NA,NA,NA,NA,NA,1,2,2,NA,2
"Brazil",2014,1,2,1,51,2,3,3,NA,4,1,3,1,1,3,NA,6,1,NA,5,1,2,NA,1,1,4,4,4,2,NA,NA,NA,NA,NA,NA,1,5,1,1,11,2,4,1,0,0,NA,0,NA,0,NA,NA,1,5,2,2,1,NA,1501,3,1,1,1,15,2,1,3,2,2,NA,1,2,1,NA,1,2,2,NA,2,NA,NA,NA,NA,NA,1,1,2,NA,2
"Brazil",2014,1,3,2,23,4,2,3,NA,4,4,3,3,3,3,NA,5,3,NA,5,3,4,NA,4,4,4,4,4,2,NA,NA,NA,NA,NA,NA,1,10,1,3,11,4,4,1506,0,0,NA,1,NA,0,NA,NA,1,4,2,1,2,NA,1501,3,2,1,3,15,2,2,2,1,2,NA,2,2,2,NA,1,1,1,1,2,1,4,NA,NA,NA,1,1,2,NA,1
"Brazil",2014,1,2,1,29,3,3,3,NA,3,3,2,1,3,3,NA,3,2,NA,1,3,3,NA,2,1,4,4,4,2,NA,NA,NA,NA,NA,NA,3,2,2,1,11,3,4,4,0,0,NA,NA,NA,NA,NA,NA,1,3,2,2,2,NA,1501,3,2,2,3,15,2,2,3,4,2,NA,NA,2,1,NA,1,NA,2,NA,2,NA,NA,NA,NA,NA,1,1,1,NA,2
"Brazil",2014,1,2,1,69,4,3,3,NA,5,6,5,6,6,4,NA,5,3,NA,3,1,2,NA,2,2,4,4,4,2,NA,NA,NA,NA,NA,NA,1,10,3,1,17,2,4,1,0,0,NA,NA,0,NA,NA,NA,1,7,1,1,2,NA,1501,4,1,3,2,15,1,2,3,2,2,NA,1,1,1,NA,1,1,2,NA,2,NA,NA,NA,NA,NA,2,2,2,NA,2
"Brazil",2014,1,3,2,50,2,2,1,NA,7,6,4,4,4,6,NA,7,2,NA,5,2,1,NA,1,3,4,4,4,NA,NA,NA,NA,NA,NA,NA,5,8,1,1,8,1,1,5,0,0,NA,NA,0,0,NA,NA,1,7,NA,2,2,NA,1501,4,3,4,1,15,2,1,4,4,2,NA,1,4,2,NA,1,1,2,NA,2,NA,NA,NA,NA,NA,1,1,2,NA,1
"Brazil",2014,1,3,1,21,2,4,3,NA,4,3,3,3,3,2,NA,4,3,NA,2,2,4,NA,3,3,4,4,4,3,NA,NA,NA,NA,NA,NA,2,7,5,2,11,2,1,5,0,0,NA,NA,NA,NA,NA,NA,4,2,1,1,2,NA,1501,3,3,2,4,15,2,2,3,3,1,NA,3,2,1,NA,1,2,2,NA,2,NA,NA,NA,NA,NA,1,1,2,NA,1
"Brazil",2014,2,5,2,27,2,3,4,NA,4,6,5,3,3,4,NA,6,4,NA,3,5,7,NA,6,4,1,2,2,2,NA,NA,NA,NA,NA,NA,3,7,2,6,11,6,4,5,0,0,NA,NA,NA,0,NA,NA,1,5,2,2,1,NA,1501,2,6,6,7,15,1,1,2,2,2,NA,1,2,2,NA,1,1,2,NA,2,NA,NA,NA,NA,NA,2,2,2,NA,2
"Brazil",2014,1,3,1,35,2,4,4,NA,7,5,3,1,1,4,NA,7,1,NA,5,3,5,NA,4,7,4,4,4,2,NA,NA,NA,NA,NA,NA,1,10,1,1,6,3,7,5,0,1,NA,NA,NA,NA,NA,NA,1,7,1,1,1,NA,1501,2,5,4,6,15,2,2,3,3,2,NA,1,2,1,NA,1,NA,2,NA,2,NA,NA,NA,NA,NA,2,2,2,NA,NA
"Brazil",2014,1,3,2,19,4,4,3,NA,3,4,3,3,4,3,NA,4,3,NA,3,2,4,NA,3,3,4,4,4,2,NA,NA,NA,NA,NA,NA,8,9,7,9,11,5,5,5,0,0,NA,NA,NA,0,NA,NA,1,5,1,2,2,NA,1501,3,4,4,5,15,2,2,3,3,2,NA,1,3,2,NA,1,2,2,NA,2,NA,NA,NA,NA,NA,1,1,1,NA,1
"Brazil",2014,1,3,1,59,2,3,1,NA,5,3,6,3,3,2,NA,7,5,NA,6,3,4,NA,5,5,4,4,4,2,NA,NA,NA,NA,NA,NA,1,6,1,1,4,4,4,1,0,0,NA,0,NA,0,NA,NA,1,7,2,2,2,NA,1501,3,4,5,6,15,2,1,3,4,2,NA,1,4,1,NA,1,1,2,NA,2,NA,NA,NA,NA,NA,1,2,2,NA,1
"Brazil",2014,1,3,1,71,1,1,3,NA,4,5,5,6,6,6,NA,7,4,NA,7,4,5,NA,6,6,4,4,4,2,NA,NA,NA,NA,NA,NA,2,8,2,3,4,5,5,5,0,0,NA,NA,NA,0,NA,NA,1,6,1,1,1,NA,1501,3,2,6,2,15,2,2,2,2,2,NA,1,2,1,NA,1,1,2,NA,2,NA,NA,NA,NA,NA,1,1,2,NA,1
"Brazil",2014,1,2,1,50,2,3,3,NA,3,5,3,4,4,3,NA,7,2,NA,2,4,7,NA,3,3,4,4,4,2,NA,NA,NA,NA,NA,NA,3,6,3,4,11,3,4,5,0,0,NA,NA,NA,0,NA,NA,2,5,2,2,2,NA,1501,2,1,3,3,15,2,2,2,4,2,NA,1,2,1,NA,1,1,2,NA,1,NA,NA,NA,NA,NA,1,1,NA,NA,1
"Brazil",2014,1,3,2,66,2,3,3,NA,4,7,5,4,4,4,NA,5,4,NA,5,1,4,NA,4,4,1,2,4,2,NA,NA,NA,NA,NA,NA,1,10,1,10,8,3,2,1,0,0,NA,NA,NA,0,NA,NA,1,2,NA,2,NA,NA,1501,2,4,5,3,15,2,2,3,3,2,NA,2,2,2,NA,1,2,2,NA,2,NA,NA,NA,NA,NA,1,1,2,NA,2
"Brazil",2014,1,2,1,34,2,3,4,NA,1,1,1,1,1,3,NA,4,1,NA,3,1,1,NA,1,1,4,4,4,2,NA,NA,NA,NA,NA,NA,2,9,7,6,11,3,4,5,0,0,NA,NA,NA,0,NA,NA,1,3,2,2,2,NA,1501,3,3,3,2,15,2,2,3,3,2,NA,1,3,1,NA,1,1,NA,NA,2,NA,NA,NA,NA,NA,1,1,2,NA,1
"Brazil",2014,2,5,2,32,4,1,NA,NA,4,7,1,1,1,1,NA,4,2,NA,1,1,7,NA,1,1,2,4,4,2,NA,NA,NA,NA,NA,NA,2,6,5,1,4,1,1,5,0,0,NA,NA,NA,0,NA,NA,4,7,1,1,NA,NA,1501,3,1,1,3,15,1,2,4,3,2,NA,1,4,2,NA,1,1,2,NA,2,NA,NA,NA,NA,NA,1,1,2,NA,2
"Brazil",2014,1,2,1,39,2,4,4,NA,5,4,5,1,1,3,NA,5,3,NA,5,1,2,NA,3,3,1,4,4,2,NA,NA,NA,NA,NA,NA,1,2,1,2,10,3,3,1,0,0,NA,0,0,0,NA,NA,1,4,1,1,1,NA,1501,3,3,2,2,15,2,2,3,3,2,NA,1,2,1,NA,1,1,2,NA,2,NA,NA,NA,NA,NA,1,NA,2,NA,1
"Brazil",2014,1,3,2,54,4,4,1,NA,7,7,7,7,6,1,NA,6,1,NA,1,1,1,NA,1,3,4,3,4,2,NA,NA,NA,NA,NA,NA,1,10,4,4,4,7,7,5,0,0,NA,0,NA,0,NA,NA,1,7,2,2,2,NA,1501,5,1,1,1,15,2,1,3,4,2,NA,1,2,2,NA,1,1,2,NA,2,NA,NA,NA,NA,NA,1,1,NA,NA,1
"Brazil",2014,1,3,2,32,NA,4,4,NA,3,3,3,1,1,2,NA,2,1,NA,4,1,3,NA,4,4,4,3,3,1,NA,NA,NA,NA,NA,NA,1,10,1,3,11,2,3,1,0,0,NA,0,NA,0,NA,NA,1,6,NA,2,NA,NA,1501,5,1,1,2,15,2,2,2,4,2,NA,3,2,2,NA,1,1,2,NA,1,NA,NA,NA,NA,NA,1,1,2,NA,1
"Brazil",2014,1,1,1,44,4,4,1,NA,4,5,3,4,3,4,NA,5,2,NA,4,2,3,NA,2,2,4,4,4,2,NA,NA,NA,NA,NA,NA,5,2,2,8,4,2,3,4,0,0,NA,NA,NA,NA,NA,NA,2,5,1,1,2,NA,1501,3,2,3,1,15,2,2,3,4,2,NA,1,2,1,NA,1,2,2,NA,2,NA,NA,NA,NA,NA,1,1,2,NA,1
"Brazil",2014,1,3,1,42,1,3,3,NA,4,2,1,2,1,5,NA,7,3,NA,4,1,1,NA,2,1,4,4,4,1,NA,NA,NA,NA,NA,NA,1,10,1,1,7,4,5,5,0,0,NA,0,0,1,NA,NA,1,7,1,2,2,NA,1501,4,1,1,1,15,2,2,3,2,2,NA,1,3,1,NA,1,1,2,NA,2,NA,NA,NA,NA,NA,1,NA,NA,NA,NA
"Brazil",2014,1,3,2,45,3,3,4,NA,7,1,1,1,1,1,NA,3,3,NA,1,1,1,NA,1,1,4,2,4,2,NA,NA,NA,NA,NA,NA,3,1,4,9,10,5,4,5,0,0,NA,NA,NA,NA,NA,NA,1,5,1,2,2,NA,1501,4,2,2,5,15,2,2,3,4,2,NA,2,1,2,NA,1,1,2,NA,2,NA,NA,NA,NA,NA,1,2,2,NA,1
"Brazil",2014,1,3,1,50,3,3,4,NA,5,3,2,4,3,4,NA,6,3,NA,5,2,3,NA,1,5,1,3,4,2,NA,NA,NA,NA,NA,NA,9,3,8,1,4,4,2,1506,0,0,NA,NA,NA,0,NA,NA,1,3,2,2,2,NA,1501,2,6,5,6,15,2,2,2,4,2,NA,1,2,1,NA,1,1,2,NA,2,NA,NA,NA,NA,NA,2,1,2,NA,2
"Brazil",2014,1,4,2,17,4,4,3,NA,1,4,1,1,1,1,NA,2,2,NA,1,1,2,NA,1,4,4,4,4,1,NA,NA,NA,NA,NA,NA,1,10,3,1,10,2,4,5,0,0,NA,0,NA,0,NA,NA,1,3,1,2,2,NA,1501,3,3,1,2,15,2,2,4,3,2,NA,1,2,2,NA,2,2,2,NA,2,NA,NA,NA,NA,NA,1,1,1,NA,1
"Brazil",2014,1,4,1,19,2,3,2,NA,5,4,4,2,3,5,NA,4,3,NA,6,3,5,NA,4,2,2,2,3,3,NA,NA,NA,NA,NA,NA,1,10,9,3,14,4,4,1506,0,0,NA,NA,NA,0,NA,NA,2,6,1,1,2,NA,1501,3,1,3,2,15,2,1,3,2,1,NA,1,2,1,NA,1,2,1,1,2,1,4,NA,NA,NA,1,1,1,NA,1
"Brazil",2014,1,3,2,45,4,4,3,NA,3,5,3,4,3,3,NA,4,3,NA,3,3,5,NA,1,3,4,4,4,2,NA,NA,NA,NA,NA,NA,4,8,6,4,11,4,3,5,0,0,NA,NA,NA,NA,NA,NA,1,6,2,2,2,NA,1501,2,3,4,5,15,2,2,3,3,2,NA,1,3,2,NA,1,1,1,1,1,1,1,NA,NA,NA,1,2,2,NA,2
"Brazil",2014,1,4,2,27,2,3,3,NA,5,5,2,4,4,4,NA,6,2,NA,5,1,2,NA,1,5,4,4,4,NA,NA,NA,NA,NA,NA,NA,1,10,6,1,17,6,4,4,0,0,NA,NA,NA,NA,NA,NA,1,7,2,1,2,NA,1501,2,4,4,4,15,1,2,2,3,2,NA,2,1,2,NA,1,1,2,NA,2,NA,NA,NA,NA,NA,2,2,2,NA,2
"Brazil",2014,1,2,1,25,3,3,4,NA,5,5,5,5,5,5,NA,5,5,NA,5,5,5,NA,5,5,4,4,4,3,NA,NA,NA,NA,NA,NA,5,5,5,5,11,3,5,4,0,0,NA,NA,NA,0,NA,NA,1,2,1,1,1,NA,1501,3,5,5,5,15,2,2,2,2,2,NA,2,2,1,NA,1,1,2,NA,NA,NA,NA,NA,NA,NA,1,1,2,NA,1
"Brazil",2014,1,3,2,23,2,3,3,NA,1,2,4,2,2,1,NA,2,2,NA,2,2,3,NA,2,2,4,4,4,2,NA,NA,NA,NA,NA,NA,2,5,5,2,5,4,3,5,0,0,NA,NA,NA,0,NA,NA,1,5,2,2,2,NA,1501,3,3,2,2,15,2,2,1,4,2,NA,2,4,2,NA,1,1,2,NA,2,NA,NA,NA,NA,NA,1,2,2,NA,2
"Brazil",2014,2,5,2,36,4,1,4,NA,7,7,7,7,7,7,NA,7,5,NA,7,5,7,NA,7,7,4,4,4,3,NA,NA,NA,NA,NA,NA,1,7,2,2,4,1,5,1,0,0,NA,0,1,0,NA,NA,1,7,1,1,2,NA,1501,3,5,5,2,15,1,1,2,3,2,NA,1,1,2,NA,1,1,2,NA,2,NA,NA,NA,NA,NA,1,2,2,NA,2
"Brazil",2014,1,2,1,22,4,4,1,NA,2,1,1,1,1,1,NA,5,5,NA,1,1,1,NA,1,3,4,4,4,2,NA,NA,NA,NA,NA,NA,3,8,5,1,4,4,4,5,0,0,NA,NA,NA,0,NA,NA,1,4,2,1,2,NA,1501,4,2,4,4,15,2,2,2,3,2,NA,1,3,1,NA,1,2,2,NA,2,NA,NA,NA,NA,NA,1,1,2,NA,1
"Brazil",2014,1,3,1,35,4,3,3,NA,4,4,4,5,5,3,NA,7,3,NA,7,1,4,NA,1,1,2,4,4,2,NA,NA,NA,NA,NA,NA,7,6,5,4,11,2,1,5,0,0,NA,NA,NA,0,NA,NA,1,3,1,1,2,NA,1501,3,2,4,4,15,2,2,3,3,2,NA,1,3,1,NA,1,1,2,NA,2,NA,NA,NA,NA,NA,1,1,2,NA,1
"Brazil",2014,1,2,1,35,3,1,4,NA,4,7,2,2,1,4,NA,4,4,NA,3,4,4,NA,4,6,2,2,4,1,NA,NA,NA,NA,NA,NA,3,5,3,3,11,2,4,5,0,0,NA,NA,0,1,NA,NA,2,7,2,2,2,NA,1501,3,2,2,1,15,2,2,4,3,2,NA,1,4,1,NA,1,1,2,NA,2,NA,NA,NA,NA,NA,1,1,2,NA,1
"Brazil",2014,1,3,2,25,4,3,3,NA,3,4,1,1,2,3,NA,5,4,NA,3,1,1,NA,2,1,4,4,4,2,NA,NA,NA,NA,NA,NA,1,8,1,1,16,5,2,1,0,0,NA,NA,0,0,NA,NA,1,1,1,2,1,NA,1501,5,1,1,2,15,2,2,3,4,1,NA,1,3,2,NA,1,1,2,NA,2,NA,NA,NA,NA,NA,1,1,2,NA,2
"Brazil",2014,1,4,2,30,2,4,2,NA,1,7,3,3,6,3,NA,7,5,NA,4,1,1,NA,1,1,2,4,4,2,NA,NA,NA,NA,NA,NA,1,10,10,1,11,7,4,1,0,0,NA,NA,NA,0,NA,NA,1,3,1,1,2,NA,1501,3,1,1,1,15,1,2,2,4,2,NA,1,1,2,NA,1,1,2,NA,2,NA,NA,NA,NA,NA,1,1,2,NA,1
"Brazil",2014,1,3,2,21,1,4,4,NA,4,5,3,5,5,5,NA,7,3,NA,1,1,1,NA,1,1,4,4,4,2,NA,NA,NA,NA,NA,NA,1,10,3,1,11,4,6,5,0,0,NA,0,NA,0,NA,NA,1,5,NA,NA,NA,NA,1501,5,1,1,1,15,2,1,2,4,2,NA,1,2,2,NA,1,1,2,NA,2,NA,NA,NA,NA,NA,1,NA,NA,NA,NA
"Brazil",2014,1,2,1,38,2,3,3,NA,2,3,3,2,2,7,NA,7,5,NA,5,6,2,NA,2,2,4,4,4,3,NA,NA,NA,NA,NA,NA,2,2,2,2,8,6,2,5,0,0,NA,NA,NA,NA,NA,NA,1,6,2,2,2,NA,1501,3,2,2,2,15,2,2,3,3,2,NA,2,2,1,NA,1,1,2,NA,2,NA,NA,NA,NA,NA,1,2,2,NA,2
"Brazil",2014,1,2,2,59,4,3,1,NA,2,1,2,5,4,2,NA,6,2,NA,4,1,1,NA,1,1,3,4,4,2,NA,NA,NA,NA,NA,NA,1,1,3,3,11,3,2,1,0,0,NA,NA,0,0,NA,NA,1,6,1,NA,2,NA,1501,3,2,1,1,15,2,2,4,4,2,NA,1,2,2,NA,1,1,2,NA,2,NA,NA,NA,NA,NA,1,2,2,NA,2
"Brazil",2014,2,5,1,44,3,3,4,NA,4,3,2,3,3,5,NA,7,4,NA,2,5,6,NA,4,5,4,4,4,2,NA,NA,NA,NA,NA,NA,7,10,8,6,8,1,6,5,0,0,NA,NA,NA,0,NA,NA,1,1,2,2,2,NA,1501,2,5,5,5,15,2,2,3,3,2,NA,1,3,1,NA,1,1,2,NA,2,NA,NA,NA,NA,NA,1,1,NA,NA,2
"Brazil",2014,1,2,2,75,4,1,1,NA,5,7,NA,5,7,5,NA,7,7,NA,7,7,7,NA,7,7,4,4,4,2,NA,NA,NA,NA,NA,NA,1,10,1,1,0,NA,1,5,0,0,NA,NA,NA,1,NA,NA,1,7,2,2,2,NA,1501,2,7,5,NA,15,2,2,2,1,2,NA,1,2,2,NA,1,2,2,NA,2,NA,NA,NA,NA,NA,1,1,2,NA,1
"Brazil",2014,1,2,2,30,3,3,3,NA,3,3,1,1,1,1,NA,5,1,NA,1,1,6,NA,1,1,4,4,4,2,NA,NA,NA,NA,NA,NA,1,7,5,1,10,1,5,5,0,0,NA,NA,NA,1,NA,NA,1,7,2,2,2,NA,1501,2,1,1,1,15,2,2,2,4,2,NA,1,2,2,NA,1,1,2,NA,2,NA,NA,NA,NA,NA,1,1,2,NA,1
"Brazil",2014,1,2,2,20,2,4,2,NA,1,1,1,1,1,1,NA,5,1,NA,3,1,5,NA,4,3,4,4,4,2,NA,NA,NA,NA,NA,NA,1,10,1,2,11,2,4,1,0,0,NA,NA,NA,0,NA,NA,1,5,1,1,2,NA,1501,2,1,3,5,15,2,2,2,3,2,NA,1,3,2,NA,1,1,2,NA,2,NA,NA,NA,NA,NA,1,1,2,NA,1
"Brazil",2014,1,3,2,29,2,3,3,NA,5,3,1,3,4,4,NA,3,1,NA,3,1,3,NA,1,3,2,4,4,2,NA,NA,NA,NA,NA,NA,3,4,4,1,8,3,3,5,0,0,NA,NA,NA,0,NA,NA,1,6,1,2,2,NA,1501,3,4,4,3,15,2,2,2,4,2,NA,1,2,2,NA,1,1,2,NA,2,NA,NA,NA,NA,NA,1,2,2,NA,1
"Brazil",2014,1,4,2,42,4,4,2,NA,2,4,2,1,2,1,NA,3,1,NA,1,1,5,NA,2,3,4,4,4,2,NA,NA,NA,NA,NA,NA,9,9,1,1,15,5,2,1506,0,0,NA,NA,NA,0,NA,NA,1,5,2,2,1,NA,1501,2,1,1,4,15,2,2,2,2,2,NA,1,2,2,NA,1,1,2,NA,2,NA,NA,NA,NA,NA,1,1,1,NA,2
"Brazil",2014,1,3,2,66,2,3,3,NA,2,1,4,2,1,1,NA,5,1,NA,3,1,1,NA,2,1,2,4,4,2,NA,NA,NA,NA,NA,NA,10,10,10,10,11,2,2,1,0,0,NA,NA,0,0,NA,NA,1,3,1,1,2,NA,1501,4,1,1,1,15,2,2,3,4,2,NA,1,3,2,NA,1,2,1,1,2,4,3,NA,NA,NA,1,1,2,NA,2
"Brazil",2014,1,4,2,35,3,4,3,NA,3,4,1,1,1,3,NA,6,2,NA,3,1,2,NA,1,1,4,4,3,3,NA,NA,NA,NA,NA,NA,5,5,1,7,5,1,1,5,0,0,NA,NA,0,0,NA,NA,1,4,2,1,2,NA,1501,2,3,2,1,15,2,2,3,3,2,NA,1,3,2,NA,1,1,2,NA,2,NA,NA,NA,NA,NA,1,1,2,NA,1
"Brazil",2014,1,2,2,19,4,4,3,NA,2,6,1,1,7,3,NA,2,1,NA,1,4,1,NA,4,1,4,4,4,1,NA,NA,NA,NA,NA,NA,1,1,1,1,10,4,4,1,0,0,NA,0,NA,0,NA,NA,1,5,1,1,2,NA,1501,3,4,5,5,15,2,1,3,4,2,NA,2,3,2,NA,1,2,2,NA,2,NA,NA,NA,NA,NA,1,1,2,NA,2
"Brazil",2014,1,4,2,39,2,3,3,NA,6,6,4,4,4,4,NA,4,5,NA,6,5,5,NA,4,2,4,4,4,3,NA,NA,NA,NA,NA,NA,10,8,10,7,8,5,2,1,0,0,NA,NA,NA,0,NA,NA,1,5,2,2,2,NA,1501,3,5,5,2,15,2,2,3,3,2,NA,2,3,2,NA,1,1,2,NA,2,NA,NA,NA,NA,NA,1,2,2,NA,2
"Brazil",2014,1,3,1,27,2,3,2,NA,4,2,6,6,4,6,NA,3,4,NA,3,4,6,NA,6,4,4,4,4,3,NA,NA,NA,NA,NA,NA,9,9,9,9,8,6,4,1,0,0,NA,NA,NA,NA,NA,NA,1,4,2,2,2,NA,1501,3,4,2,2,15,2,2,2,3,2,NA,2,2,1,NA,1,1,2,NA,2,NA,NA,NA,NA,NA,2,2,2,NA,2
"Brazil",2014,1,2,2,46,2,3,4,NA,3,3,3,3,3,2,NA,4,2,NA,4,3,4,NA,5,5,4,4,4,2,NA,NA,NA,NA,NA,NA,2,7,8,8,1,2,4,5,0,0,NA,NA,NA,0,NA,NA,1,7,2,2,2,NA,1501,3,3,3,2,15,2,2,3,4,2,NA,1,3,2,NA,1,1,2,NA,2,NA,NA,NA,NA,NA,1,1,2,NA,1
