"WEEK","REGION","country","ADMIN1","EVENT_TYPE","SUB_EVENT_TYPE","EVENTS","FATALITIES","POPULATION_EXPOSURE","DISORDER_TYPE","ID","CENTROID_LATITUDE","CENTROID_LONGITUDE","year","v2x_polyarchy","v2x_libdem","v2x_partipdem","v2x_delibdem","v2x_egaldem"
2023-04-15,"Europe","Russia","Belgorod","Explosions/Remote violence","Shelling/artillery/missile attack",7,0,9276,"Political violence",2570,50.6124,37.2397,2023,0.19,0.062,0.126,0.075,0.132
2023-04-22,"Europe","Russia","Belgorod","Explosions/Remote violence","Shelling/artillery/missile attack",9,0,11938,"Political violence",2570,50.6124,37.2397,2023,0.19,0.062,0.126,0.075,0.132
2023-04-29,"Europe","Russia","Belgorod","Explosions/Remote violence","Shelling/artillery/missile attack",3,0,8653,"Political violence",2570,50.6124,37.2397,2023,0.19,0.062,0.126,0.075,0.132
2023-05-06,"Europe","Russia","Belgorod","Explosions/Remote violence","Shelling/artillery/missile attack",16,1,27883,"Political violence",2570,50.6124,37.2397,2023,0.19,0.062,0.126,0.075,0.132
2023-05-13,"Europe","Russia","Belgorod","Explosions/Remote violence","Shelling/artillery/missile attack",7,2,10891,"Political violence",2570,50.6124,37.2397,2023,0.19,0.062,0.126,0.075,0.132
2023-05-20,"Europe","Russia","Belgorod","Explosions/Remote violence","Shelling/artillery/missile attack",63,2,76605,"Political violence",2570,50.6124,37.2397,2023,0.19,0.062,0.126,0.075,0.132
2023-05-27,"Europe","Russia","Belgorod","Explosions/Remote violence","Shelling/artillery/missile attack",96,12,97310,"Political violence",2570,50.6124,37.2397,2023,0.19,0.062,0.126,0.075,0.132
2023-06-03,"Europe","Russia","Belgorod","Explosions/Remote violence","Shelling/artillery/missile attack",79,2,90912,"Political violence",2570,50.6124,37.2397,2023,0.19,0.062,0.126,0.075,0.132
2023-06-10,"Europe","Russia","Belgorod","Explosions/Remote violence","Shelling/artillery/missile attack",36,0,48203,"Political violence",2570,50.6124,37.2397,2023,0.19,0.062,0.126,0.075,0.132
2023-06-17,"Europe","Russia","Belgorod","Explosions/Remote violence","Shelling/artillery/missile attack",50,0,57852,"Political violence",2570,50.6124,37.2397,2023,0.19,0.062,0.126,0.075,0.132
2023-06-24,"Europe","Russia","Belgorod","Explosions/Remote violence","Shelling/artillery/missile attack",34,0,39900,"Political violence",2570,50.6124,37.2397,2023,0.19,0.062,0.126,0.075,0.132
2023-07-01,"Europe","Russia","Belgorod","Explosions/Remote violence","Shelling/artillery/missile attack",50,1,96544,"Political violence",2570,50.6124,37.2397,2023,0.19,0.062,0.126,0.075,0.132
2023-07-08,"Europe","Russia","Belgorod","Explosions/Remote violence","Shelling/artillery/missile attack",34,0,38700,"Political violence",2570,50.6124,37.2397,2023,0.19,0.062,0.126,0.075,0.132
2023-07-15,"Europe","Russia","Belgorod","Explosions/Remote violence","Shelling/artillery/missile attack",68,1,40813,"Political violence",2570,50.6124,37.2397,2023,0.19,0.062,0.126,0.075,0.132
2023-07-22,"Europe","Russia","Belgorod","Explosions/Remote violence","Shelling/artillery/missile attack",50,0,41579,"Political violence",2570,50.6124,37.2397,2023,0.19,0.062,0.126,0.075,0.132
2023-07-29,"Europe","Russia","Belgorod","Explosions/Remote violence","Shelling/artillery/missile attack",88,0,51569,"Political violence",2570,50.6124,37.2397,2023,0.19,0.062,0.126,0.075,0.132
2023-08-05,"Europe","Russia","Belgorod","Explosions/Remote violence","Shelling/artillery/missile attack",38,1,39378,"Political violence",2570,50.6124,37.2397,2023,0.19,0.062,0.126,0.075,0.132
2023-08-12,"Europe","Russia","Belgorod","Explosions/Remote violence","Shelling/artillery/missile attack",48,1,41565,"Political violence",2570,50.6124,37.2397,2023,0.19,0.062,0.126,0.075,0.132
2023-08-19,"Europe","Russia","Belgorod","Explosions/Remote violence","Shelling/artillery/missile attack",72,0,41431,"Political violence",2570,50.6124,37.2397,2023,0.19,0.062,0.126,0.075,0.132
2023-08-26,"Europe","Russia","Belgorod","Explosions/Remote violence","Shelling/artillery/missile attack",11,0,37619,"Political violence",2570,50.6124,37.2397,2023,0.19,0.062,0.126,0.075,0.132
2023-09-02,"Europe","Russia","Belgorod","Explosions/Remote violence","Shelling/artillery/missile attack",69,2,52005,"Political violence",2570,50.6124,37.2397,2023,0.19,0.062,0.126,0.075,0.132
2023-09-09,"Europe","Russia","Belgorod","Explosions/Remote violence","Shelling/artillery/missile attack",89,0,256904,"Political violence",2570,50.6124,37.2397,2023,0.19,0.062,0.126,0.075,0.132
2023-09-16,"Europe","Russia","Belgorod","Explosions/Remote violence","Shelling/artillery/missile attack",96,1,54516,"Political violence",2570,50.6124,37.2397,2023,0.19,0.062,0.126,0.075,0.132
2023-09-23,"Europe","Russia","Belgorod","Explosions/Remote violence","Shelling/artillery/missile attack",86,0,58871,"Political violence",2570,50.6124,37.2397,2023,0.19,0.062,0.126,0.075,0.132
2023-09-30,"Europe","Russia","Belgorod","Explosions/Remote violence","Shelling/artillery/missile attack",61,0,44765,"Political violence",2570,50.6124,37.2397,2023,0.19,0.062,0.126,0.075,0.132
2023-10-07,"Europe","Russia","Belgorod","Explosions/Remote violence","Shelling/artillery/missile attack",40,3,50425,"Political violence",2570,50.6124,37.2397,2023,0.19,0.062,0.126,0.075,0.132
2023-10-14,"Europe","Russia","Belgorod","Explosions/Remote violence","Shelling/artillery/missile attack",54,0,48678,"Political violence",2570,50.6124,37.2397,2023,0.19,0.062,0.126,0.075,0.132
2023-10-21,"Europe","Russia","Belgorod","Explosions/Remote violence","Shelling/artillery/missile attack",48,0,41004,"Political violence",2570,50.6124,37.2397,2023,0.19,0.062,0.126,0.075,0.132
2023-10-28,"Europe","Russia","Belgorod","Explosions/Remote violence","Shelling/artillery/missile attack",50,0,36423,"Political violence",2570,50.6124,37.2397,2023,0.19,0.062,0.126,0.075,0.132
2023-11-04,"Europe","Russia","Belgorod","Explosions/Remote violence","Shelling/artillery/missile attack",44,0,72366,"Political violence",2570,50.6124,37.2397,2023,0.19,0.062,0.126,0.075,0.132
2023-11-11,"Europe","Russia","Belgorod","Explosions/Remote violence","Shelling/artillery/missile attack",47,0,44595,"Political violence",2570,50.6124,37.2397,2023,0.19,0.062,0.126,0.075,0.132
2023-11-18,"Europe","Russia","Belgorod","Explosions/Remote violence","Shelling/artillery/missile attack",20,0,22599,"Political violence",2570,50.6124,37.2397,2023,0.19,0.062,0.126,0.075,0.132
2023-11-25,"Europe","Russia","Belgorod","Explosions/Remote violence","Shelling/artillery/missile attack",36,0,30348,"Political violence",2570,50.6124,37.2397,2023,0.19,0.062,0.126,0.075,0.132
2023-12-02,"Europe","Russia","Belgorod","Explosions/Remote violence","Shelling/artillery/missile attack",53,0,41454,"Political violence",2570,50.6124,37.2397,2023,0.19,0.062,0.126,0.075,0.132
2023-12-09,"Europe","Russia","Belgorod","Explosions/Remote violence","Shelling/artillery/missile attack",51,0,40327,"Political violence",2570,50.6124,37.2397,2023,0.19,0.062,0.126,0.075,0.132
2023-12-16,"Europe","Russia","Belgorod","Explosions/Remote violence","Shelling/artillery/missile attack",57,0,39063,"Political violence",2570,50.6124,37.2397,2023,0.19,0.062,0.126,0.075,0.132
2023-12-23,"Europe","Russia","Belgorod","Explosions/Remote violence","Shelling/artillery/missile attack",68,1,184279,"Political violence",2570,50.6124,37.2397,2023,0.19,0.062,0.126,0.075,0.132
2023-12-30,"Europe","Russia","Belgorod","Explosions/Remote violence","Shelling/artillery/missile attack",77,27,338418,"Political violence",2570,50.6124,37.2397,2023,0.19,0.062,0.126,0.075,0.132
2024-01-06,"Europe","Russia","Belgorod","Explosions/Remote violence","Shelling/artillery/missile attack",64,0,226389,"Political violence",2570,50.6124,37.2397,2024,NA,NA,NA,NA,NA
2024-01-13,"Europe","Russia","Belgorod","Explosions/Remote violence","Shelling/artillery/missile attack",58,0,87396,"Political violence",2570,50.6124,37.2397,2024,NA,NA,NA,NA,NA
2024-01-20,"Europe","Russia","Belgorod","Explosions/Remote violence","Shelling/artillery/missile attack",46,74,63847,"Political violence",2570,50.6124,37.2397,2024,NA,NA,NA,NA,NA
2024-01-27,"Europe","Russia","Belgorod","Explosions/Remote violence","Shelling/artillery/missile attack",39,0,93841,"Political violence",2570,50.6124,37.2397,2024,NA,NA,NA,NA,NA
2024-02-03,"Europe","Russia","Belgorod","Explosions/Remote violence","Shelling/artillery/missile attack",57,0,267281,"Political violence",2570,50.6124,37.2397,2024,NA,NA,NA,NA,NA
2024-02-10,"Europe","Russia","Belgorod","Explosions/Remote violence","Shelling/artillery/missile attack",50,7,289667,"Political violence",2570,50.6124,37.2397,2024,NA,NA,NA,NA,NA
2024-02-17,"Europe","Russia","Belgorod","Explosions/Remote violence","Shelling/artillery/missile attack",41,0,154232,"Political violence",2570,50.6124,37.2397,2024,NA,NA,NA,NA,NA
2024-02-24,"Europe","Russia","Belgorod","Explosions/Remote violence","Shelling/artillery/missile attack",60,0,129474,"Political violence",2570,50.6124,37.2397,2024,NA,NA,NA,NA,NA
2024-03-02,"Europe","Russia","Belgorod","Explosions/Remote violence","Shelling/artillery/missile attack",49,0,110509,"Political violence",2570,50.6124,37.2397,2024,NA,NA,NA,NA,NA
2024-03-09,"Europe","Russia","Belgorod","Explosions/Remote violence","Shelling/artillery/missile attack",103,6,361415,"Political violence",2570,50.6124,37.2397,2024,NA,NA,NA,NA,NA
2024-03-16,"Europe","Russia","Belgorod","Explosions/Remote violence","Shelling/artillery/missile attack",140,14,397233,"Political violence",2570,50.6124,37.2397,2024,NA,NA,NA,NA,NA
2024-03-23,"Europe","Russia","Belgorod","Explosions/Remote violence","Shelling/artillery/missile attack",113,1,371007,"Political violence",2570,50.6124,37.2397,2024,NA,NA,NA,NA,NA
2024-03-30,"Europe","Russia","Belgorod","Explosions/Remote violence","Shelling/artillery/missile attack",106,1,342625,"Political violence",2570,50.6124,37.2397,2024,NA,NA,NA,NA,NA
2024-04-06,"Europe","Russia","Belgorod","Explosions/Remote violence","Shelling/artillery/missile attack",69,0,334458,"Political violence",2570,50.6124,37.2397,2024,NA,NA,NA,NA,NA
2024-04-13,"Europe","Russia","Belgorod","Explosions/Remote violence","Shelling/artillery/missile attack",49,0,333601,"Political violence",2570,50.6124,37.2397,2024,NA,NA,NA,NA,NA
2024-04-20,"Europe","Russia","Belgorod","Explosions/Remote violence","Shelling/artillery/missile attack",60,1,193692,"Political violence",2570,50.6124,37.2397,2024,NA,NA,NA,NA,NA
2024-04-27,"Europe","Russia","Belgorod","Explosions/Remote violence","Shelling/artillery/missile attack",53,0,158966,"Political violence",2570,50.6124,37.2397,2024,NA,NA,NA,NA,NA
2024-05-04,"Europe","Russia","Belgorod","Explosions/Remote violence","Shelling/artillery/missile attack",77,4,367741,"Political violence",2570,50.6124,37.2397,2024,NA,NA,NA,NA,NA
2024-05-11,"Europe","Russia","Belgorod","Explosions/Remote violence","Shelling/artillery/missile attack",152,20,364671,"Political violence",2570,50.6124,37.2397,2024,NA,NA,NA,NA,NA
2024-05-18,"Europe","Russia","Belgorod","Explosions/Remote violence","Shelling/artillery/missile attack",114,2,349502,"Political violence",2570,50.6124,37.2397,2024,NA,NA,NA,NA,NA
2024-05-25,"Europe","Russia","Belgorod","Explosions/Remote violence","Shelling/artillery/missile attack",103,4,319421,"Political violence",2570,50.6124,37.2397,2024,NA,NA,NA,NA,NA
2024-06-01,"Europe","Russia","Belgorod","Explosions/Remote violence","Shelling/artillery/missile attack",20,1,233654,"Political violence",2570,50.6124,37.2397,2024,NA,NA,NA,NA,NA
2024-06-08,"Europe","Russia","Belgorod","Explosions/Remote violence","Shelling/artillery/missile attack",24,0,187826,"Political violence",2570,50.6124,37.2397,2024,NA,NA,NA,NA,NA
2024-06-15,"Europe","Russia","Belgorod","Explosions/Remote violence","Shelling/artillery/missile attack",13,0,155179,"Political violence",2570,50.6124,37.2397,2024,NA,NA,NA,NA,NA
2024-06-22,"Europe","Russia","Belgorod","Explosions/Remote violence","Shelling/artillery/missile attack",24,1,230117,"Political violence",2570,50.6124,37.2397,2024,NA,NA,NA,NA,NA
2024-06-29,"Europe","Russia","Belgorod","Explosions/Remote violence","Shelling/artillery/missile attack",34,1,287738,"Political violence",2570,50.6124,37.2397,2024,NA,NA,NA,NA,NA
2024-07-06,"Europe","Russia","Belgorod","Explosions/Remote violence","Shelling/artillery/missile attack",1,0,64,"Political violence",2570,50.6124,37.2397,2024,NA,NA,NA,NA,NA
2024-07-13,"Europe","Russia","Belgorod","Explosions/Remote violence","Shelling/artillery/missile attack",9,0,2454,"Political violence",2570,50.6124,37.2397,2024,NA,NA,NA,NA,NA
2024-07-20,"Europe","Russia","Belgorod","Explosions/Remote violence","Shelling/artillery/missile attack",3,0,155,"Political violence",2570,50.6124,37.2397,2024,NA,NA,NA,NA,NA
2024-07-27,"Europe","Russia","Belgorod","Explosions/Remote violence","Shelling/artillery/missile attack",8,0,1653,"Political violence",2570,50.6124,37.2397,2024,NA,NA,NA,NA,NA
2024-08-03,"Europe","Russia","Belgorod","Explosions/Remote violence","Shelling/artillery/missile attack",25,3,189007,"Political violence",2570,50.6124,37.2397,2024,NA,NA,NA,NA,NA
2024-08-10,"Europe","Russia","Belgorod","Explosions/Remote violence","Shelling/artillery/missile attack",32,0,83900,"Political violence",2570,50.6124,37.2397,2024,NA,NA,NA,NA,NA
2024-08-17,"Europe","Russia","Belgorod","Explosions/Remote violence","Shelling/artillery/missile attack",27,1,51479,"Political violence",2570,50.6124,37.2397,2024,NA,NA,NA,NA,NA
2024-08-24,"Europe","Russia","Belgorod","Explosions/Remote violence","Shelling/artillery/missile attack",24,8,171736,"Political violence",2570,50.6124,37.2397,2024,NA,NA,NA,NA,NA
2024-08-31,"Europe","Russia","Belgorod","Explosions/Remote violence","Shelling/artillery/missile attack",26,5,193458,"Political violence",2570,50.6124,37.2397,2024,NA,NA,NA,NA,NA
2024-09-07,"Europe","Russia","Belgorod","Explosions/Remote violence","Shelling/artillery/missile attack",10,0,136937,"Political violence",2570,50.6124,37.2397,2024,NA,NA,NA,NA,NA
2024-09-14,"Europe","Russia","Belgorod","Explosions/Remote violence","Shelling/artillery/missile attack",33,3,215685,"Political violence",2570,50.6124,37.2397,2024,NA,NA,NA,NA,NA
2024-09-21,"Europe","Russia","Belgorod","Explosions/Remote violence","Shelling/artillery/missile attack",24,3,199818,"Political violence",2570,50.6124,37.2397,2024,NA,NA,NA,NA,NA
2024-09-28,"Europe","Russia","Belgorod","Explosions/Remote violence","Shelling/artillery/missile attack",18,3,35077,"Political violence",2570,50.6124,37.2397,2024,NA,NA,NA,NA,NA
2024-10-05,"Europe","Russia","Belgorod","Explosions/Remote violence","Shelling/artillery/missile attack",7,0,22567,"Political violence",2570,50.6124,37.2397,2024,NA,NA,NA,NA,NA
2024-10-12,"Europe","Russia","Belgorod","Explosions/Remote violence","Shelling/artillery/missile attack",15,0,27517,"Political violence",2570,50.6124,37.2397,2024,NA,NA,NA,NA,NA
2024-10-19,"Europe","Russia","Belgorod","Explosions/Remote violence","Shelling/artillery/missile attack",23,0,182574,"Political violence",2570,50.6124,37.2397,2024,NA,NA,NA,NA,NA
2024-10-26,"Europe","Russia","Belgorod","Explosions/Remote violence","Shelling/artillery/missile attack",10,0,8437,"Political violence",2570,50.6124,37.2397,2024,NA,NA,NA,NA,NA
2024-11-02,"Europe","Russia","Belgorod","Explosions/Remote violence","Shelling/artillery/missile attack",26,0,18669,"Political violence",2570,50.6124,37.2397,2024,NA,NA,NA,NA,NA
2024-11-09,"Europe","Russia","Belgorod","Explosions/Remote violence","Shelling/artillery/missile attack",12,0,165430,"Political violence",2570,50.6124,37.2397,2024,NA,NA,NA,NA,NA
2024-11-16,"Europe","Russia","Belgorod","Explosions/Remote violence","Shelling/artillery/missile attack",16,0,26977,"Political violence",2570,50.6124,37.2397,2024,NA,NA,NA,NA,NA
2024-11-23,"Europe","Russia","Belgorod","Explosions/Remote violence","Shelling/artillery/missile attack",16,0,26240,"Political violence",2570,50.6124,37.2397,2024,NA,NA,NA,NA,NA
2024-11-30,"Europe","Russia","Belgorod","Explosions/Remote violence","Shelling/artillery/missile attack",6,0,30323,"Political violence",2570,50.6124,37.2397,2024,NA,NA,NA,NA,NA
2024-12-07,"Europe","Russia","Belgorod","Explosions/Remote violence","Shelling/artillery/missile attack",23,0,38125,"Political violence",2570,50.6124,37.2397,2024,NA,NA,NA,NA,NA
2024-12-14,"Europe","Russia","Belgorod","Explosions/Remote violence","Shelling/artillery/missile attack",8,0,34817,"Political violence",2570,50.6124,37.2397,2024,NA,NA,NA,NA,NA
2024-12-21,"Europe","Russia","Belgorod","Explosions/Remote violence","Shelling/artillery/missile attack",13,0,26855,"Political violence",2570,50.6124,37.2397,2024,NA,NA,NA,NA,NA
2024-12-28,"Europe","Russia","Belgorod","Explosions/Remote violence","Shelling/artillery/missile attack",14,0,39032,"Political violence",2570,50.6124,37.2397,2024,NA,NA,NA,NA,NA
2025-01-04,"Europe","Russia","Belgorod","Explosions/Remote violence","Shelling/artillery/missile attack",11,0,44781,"Political violence",2570,50.6124,37.2397,2025,NA,NA,NA,NA,NA
2025-01-11,"Europe","Russia","Belgorod","Explosions/Remote violence","Shelling/artillery/missile attack",26,0,235168,"Political violence",2570,50.6124,37.2397,2025,NA,NA,NA,NA,NA
2025-01-18,"Europe","Russia","Belgorod","Explosions/Remote violence","Shelling/artillery/missile attack",19,0,25435,"Political violence",2570,50.6124,37.2397,2025,NA,NA,NA,NA,NA
2025-01-25,"Europe","Russia","Belgorod","Explosions/Remote violence","Shelling/artillery/missile attack",13,0,24735,"Political violence",2570,50.6124,37.2397,2025,NA,NA,NA,NA,NA
2025-02-01,"Europe","Russia","Belgorod","Explosions/Remote violence","Shelling/artillery/missile attack",6,0,1951,"Political violence",2570,50.6124,37.2397,2025,NA,NA,NA,NA,NA
2025-02-08,"Europe","Russia","Belgorod","Explosions/Remote violence","Shelling/artillery/missile attack",2,0,300,"Political violence",2570,50.6124,37.2397,2025,NA,NA,NA,NA,NA
2025-02-15,"Europe","Russia","Belgorod","Explosions/Remote violence","Shelling/artillery/missile attack",11,0,16023,"Political violence",2570,50.6124,37.2397,2025,NA,NA,NA,NA,NA
2025-02-22,"Europe","Russia","Belgorod","Explosions/Remote violence","Shelling/artillery/missile attack",7,0,11375,"Political violence",2570,50.6124,37.2397,2025,NA,NA,NA,NA,NA
2025-03-01,"Europe","Russia","Belgorod","Explosions/Remote violence","Shelling/artillery/missile attack",6,0,23801,"Political violence",2570,50.6124,37.2397,2025,NA,NA,NA,NA,NA
2025-03-08,"Europe","Russia","Belgorod","Explosions/Remote violence","Shelling/artillery/missile attack",4,0,810,"Political violence",2570,50.6124,37.2397,2025,NA,NA,NA,NA,NA
2025-03-15,"Europe","Russia","Belgorod","Explosions/Remote violence","Shelling/artillery/missile attack",13,1,9344,"Political violence",2570,50.6124,37.2397,2025,NA,NA,NA,NA,NA
2025-03-22,"Europe","Russia","Belgorod","Explosions/Remote violence","Shelling/artillery/missile attack",9,0,158533,"Political violence",2570,50.6124,37.2397,2025,NA,NA,NA,NA,NA
2025-03-29,"Europe","Russia","Belgorod","Explosions/Remote violence","Shelling/artillery/missile attack",4,0,13915,"Political violence",2570,50.6124,37.2397,2025,NA,NA,NA,NA,NA
2025-04-05,"Europe","Russia","Belgorod","Explosions/Remote violence","Shelling/artillery/missile attack",5,0,10899,"Political violence",2570,50.6124,37.2397,2025,NA,NA,NA,NA,NA
2025-04-19,"Europe","Russia","Belgorod","Explosions/Remote violence","Shelling/artillery/missile attack",1,1,713,"Political violence",2570,50.6124,37.2397,2025,NA,NA,NA,NA,NA
2025-04-26,"Europe","Russia","Belgorod","Explosions/Remote violence","Shelling/artillery/missile attack",3,0,187,"Political violence",2570,50.6124,37.2397,2025,NA,NA,NA,NA,NA
2025-05-03,"Europe","Russia","Belgorod","Explosions/Remote violence","Shelling/artillery/missile attack",5,0,1645,"Political violence",2570,50.6124,37.2397,2025,NA,NA,NA,NA,NA
2025-05-10,"Europe","Russia","Belgorod","Explosions/Remote violence","Shelling/artillery/missile attack",4,0,7496,"Political violence",2570,50.6124,37.2397,2025,NA,NA,NA,NA,NA
2025-05-17,"Europe","Russia","Belgorod","Explosions/Remote violence","Shelling/artillery/missile attack",2,0,261,"Political violence",2570,50.6124,37.2397,2025,NA,NA,NA,NA,NA
2025-05-24,"Europe","Russia","Belgorod","Explosions/Remote violence","Shelling/artillery/missile attack",2,0,50048,"Political violence",2570,50.6124,37.2397,2025,NA,NA,NA,NA,NA
2025-05-31,"Europe","Russia","Belgorod","Explosions/Remote violence","Shelling/artillery/missile attack",2,1,8656,"Political violence",2570,50.6124,37.2397,2025,NA,NA,NA,NA,NA
2025-06-07,"Europe","Russia","Belgorod","Explosions/Remote violence","Shelling/artillery/missile attack",6,0,29931,"Political violence",2570,50.6124,37.2397,2025,NA,NA,NA,NA,NA
2025-06-14,"Europe","Russia","Belgorod","Explosions/Remote violence","Shelling/artillery/missile attack",7,1,24830,"Political violence",2570,50.6124,37.2397,2025,NA,NA,NA,NA,NA
2025-06-21,"Europe","Russia","Belgorod","Explosions/Remote violence","Shelling/artillery/missile attack",3,0,332,"Political violence",2570,50.6124,37.2397,2025,NA,NA,NA,NA,NA
2025-06-28,"Europe","Russia","Belgorod","Explosions/Remote violence","Shelling/artillery/missile attack",6,0,27926,"Political violence",2570,50.6124,37.2397,2025,NA,NA,NA,NA,NA
2025-07-05,"Europe","Russia","Belgorod","Explosions/Remote violence","Shelling/artillery/missile attack",6,3,162439,"Political violence",2570,50.6124,37.2397,2025,NA,NA,NA,NA,NA
2025-07-12,"Europe","Russia","Belgorod","Explosions/Remote violence","Shelling/artillery/missile attack",2,1,29429,"Political violence",2570,50.6124,37.2397,2025,NA,NA,NA,NA,NA
2025-07-19,"Europe","Russia","Belgorod","Explosions/Remote violence","Shelling/artillery/missile attack",4,0,139258,"Political violence",2570,50.6124,37.2397,2025,NA,NA,NA,NA,NA
2025-07-26,"Europe","Russia","Belgorod","Explosions/Remote violence","Shelling/artillery/missile attack",5,1,33434,"Political violence",2570,50.6124,37.2397,2025,NA,NA,NA,NA,NA
2025-08-02,"Europe","Russia","Belgorod","Explosions/Remote violence","Shelling/artillery/missile attack",5,0,35234,"Political violence",2570,50.6124,37.2397,2025,NA,NA,NA,NA,NA
2025-08-09,"Europe","Russia","Belgorod","Explosions/Remote violence","Shelling/artillery/missile attack",6,1,32802,"Political violence",2570,50.6124,37.2397,2025,NA,NA,NA,NA,NA
2025-08-16,"Europe","Russia","Belgorod","Explosions/Remote violence","Shelling/artillery/missile attack",3,0,134105,"Political violence",2570,50.6124,37.2397,2025,NA,NA,NA,NA,NA
2025-08-23,"Europe","Russia","Belgorod","Explosions/Remote violence","Shelling/artillery/missile attack",5,2,23186,"Political violence",2570,50.6124,37.2397,2025,NA,NA,NA,NA,NA
2025-08-30,"Europe","Russia","Belgorod","Explosions/Remote violence","Shelling/artillery/missile attack",3,0,30465,"Political violence",2570,50.6124,37.2397,2025,NA,NA,NA,NA,NA
2025-09-06,"Europe","Russia","Belgorod","Explosions/Remote violence","Shelling/artillery/missile attack",2,1,133010,"Political violence",2570,50.6124,37.2397,2025,NA,NA,NA,NA,NA
2025-09-20,"Europe","Russia","Belgorod","Explosions/Remote violence","Shelling/artillery/missile attack",2,1,29429,"Political violence",2570,50.6124,37.2397,2025,NA,NA,NA,NA,NA
2025-09-27,"Europe","Russia","Belgorod","Explosions/Remote violence","Shelling/artillery/missile attack",3,0,156352,"Political violence",2570,50.6124,37.2397,2025,NA,NA,NA,NA,NA
2025-10-04,"Europe","Russia","Belgorod","Explosions/Remote violence","Shelling/artillery/missile attack",7,3,58972,"Political violence",2570,50.6124,37.2397,2025,NA,NA,NA,NA,NA
2025-10-18,"Europe","Russia","Belgorod","Explosions/Remote violence","Shelling/artillery/missile attack",7,0,11037,"Political violence",2570,50.6124,37.2397,2025,NA,NA,NA,NA,NA
2025-10-25,"Europe","Russia","Belgorod","Explosions/Remote violence","Shelling/artillery/missile attack",1,0,3841,"Political violence",2570,50.6124,37.2397,2025,NA,NA,NA,NA,NA
2025-11-01,"Europe","Russia","Belgorod","Explosions/Remote violence","Shelling/artillery/missile attack",1,0,343,"Political violence",2570,50.6124,37.2397,2025,NA,NA,NA,NA,NA
2025-11-08,"Europe","Russia","Belgorod","Explosions/Remote violence","Shelling/artillery/missile attack",3,0,1608,"Political violence",2570,50.6124,37.2397,2025,NA,NA,NA,NA,NA
2025-11-15,"Europe","Russia","Belgorod","Explosions/Remote violence","Shelling/artillery/missile attack",3,0,1606,"Political violence",2570,50.6124,37.2397,2025,NA,NA,NA,NA,NA
2025-11-22,"Europe","Russia","Belgorod","Explosions/Remote violence","Shelling/artillery/missile attack",2,0,146054,"Political violence",2570,50.6124,37.2397,2025,NA,NA,NA,NA,NA
2025-11-29,"Europe","Russia","Belgorod","Explosions/Remote violence","Shelling/artillery/missile attack",1,0,7023,"Political violence",2570,50.6124,37.2397,2025,NA,NA,NA,NA,NA
2025-12-06,"Europe","Russia","Belgorod","Explosions/Remote violence","Shelling/artillery/missile attack",3,0,136974,"Political violence",2570,50.6124,37.2397,2025,NA,NA,NA,NA,NA
2025-12-13,"Europe","Russia","Belgorod","Explosions/Remote violence","Shelling/artillery/missile attack",1,0,132640,"Political violence",2570,50.6124,37.2397,2025,NA,NA,NA,NA,NA
2025-12-20,"Europe","Russia","Belgorod","Explosions/Remote violence","Shelling/artillery/missile attack",1,0,170,"Political violence",2570,50.6124,37.2397,2025,NA,NA,NA,NA,NA
2025-12-27,"Europe","Russia","Belgorod","Explosions/Remote violence","Shelling/artillery/missile attack",2,0,136449,"Political violence",2570,50.6124,37.2397,2025,NA,NA,NA,NA,NA
2026-01-03,"Europe","Russia","Belgorod","Explosions/Remote violence","Shelling/artillery/missile attack",6,2,141047,"Political violence",2570,50.6124,37.2397,2026,NA,NA,NA,NA,NA
2026-01-10,"Europe","Russia","Belgorod","Explosions/Remote violence","Shelling/artillery/missile attack",4,0,1392,"Political violence",2570,50.6124,37.2397,2026,NA,NA,NA,NA,NA
2026-01-17,"Europe","Russia","Belgorod","Explosions/Remote violence","Shelling/artillery/missile attack",6,0,135036,"Political violence",2570,50.6124,37.2397,2026,NA,NA,NA,NA,NA
2026-01-24,"Europe","Russia","Belgorod","Explosions/Remote violence","Shelling/artillery/missile attack",5,0,177690,"Political violence",2570,50.6124,37.2397,2026,NA,NA,NA,NA,NA
2026-01-31,"Europe","Russia","Belgorod","Explosions/Remote violence","Shelling/artillery/missile attack",7,0,144677,"Political violence",2570,50.6124,37.2397,2026,NA,NA,NA,NA,NA
2026-02-07,"Europe","Russia","Belgorod","Explosions/Remote violence","Shelling/artillery/missile attack",5,2,139908,"Political violence",2570,50.6124,37.2397,2026,NA,NA,NA,NA,NA
2026-02-14,"Europe","Russia","Belgorod","Explosions/Remote violence","Shelling/artillery/missile attack",5,0,151626,"Political violence",2570,50.6124,37.2397,2026,NA,NA,NA,NA,NA
2026-02-21,"Europe","Russia","Belgorod","Explosions/Remote violence","Shelling/artillery/missile attack",1,0,132608,"Political violence",2570,50.6124,37.2397,2026,NA,NA,NA,NA,NA
2026-02-28,"Europe","Russia","Belgorod","Explosions/Remote violence","Shelling/artillery/missile attack",3,0,132717,"Political violence",2570,50.6124,37.2397,2026,NA,NA,NA,NA,NA
2026-03-07,"Europe","Russia","Belgorod","Explosions/Remote violence","Shelling/artillery/missile attack",4,0,133781,"Political violence",2570,50.6124,37.2397,2026,NA,NA,NA,NA,NA
2026-03-14,"Europe","Russia","Belgorod","Explosions/Remote violence","Shelling/artillery/missile attack",2,0,145901,"Political violence",2570,50.6124,37.2397,2026,NA,NA,NA,NA,NA
