"WEEK","REGION","country","ADMIN1","EVENT_TYPE","SUB_EVENT_TYPE","EVENTS","FATALITIES","POPULATION_EXPOSURE","DISORDER_TYPE","ID","CENTROID_LATITUDE","CENTROID_LONGITUDE","year","v2x_polyarchy","v2x_libdem","v2x_partipdem","v2x_delibdem","v2x_egaldem"
2026-02-28,"Europe","Akrotiri and Dhekelia","Akrotiri","Explosions/Remote violence","Air/drone strike",1,0,649,"Political violence",4120,34.6,32.9586,2026,NA,NA,NA,NA,NA
2018-06-09,"Europe","Akrotiri and Dhekelia","Akrotiri","Protests","Peaceful protest",1,0,183,"Demonstrations",4120,34.6,32.9586,2018,NA,NA,NA,NA,NA
2022-02-19,"Europe","Akrotiri and Dhekelia","Akrotiri","Protests","Peaceful protest",1,0,193,"Demonstrations",4120,34.6,32.9586,2022,NA,NA,NA,NA,NA
2022-05-28,"Europe","Akrotiri and Dhekelia","Akrotiri","Protests","Peaceful protest",1,0,89,"Demonstrations",4120,34.6,32.9586,2022,NA,NA,NA,NA,NA
2024-01-13,"Europe","Akrotiri and Dhekelia","Akrotiri","Protests","Peaceful protest",1,0,197,"Demonstrations",4120,34.6,32.9586,2024,NA,NA,NA,NA,NA
2024-09-28,"Europe","Akrotiri and Dhekelia","Akrotiri","Protests","Peaceful protest",1,0,197,"Demonstrations",4120,34.6,32.9586,2024,NA,NA,NA,NA,NA
2023-12-02,"Europe","Akrotiri and Dhekelia","Akrotiri","Strategic developments","Change to group/activity",1,0,NA,"Strategic developments",4120,34.6,32.9586,2023,NA,NA,NA,NA,NA
2024-01-06,"Europe","Akrotiri and Dhekelia","Akrotiri","Strategic developments","Change to group/activity",1,0,NA,"Strategic developments",4120,34.6,32.9586,2024,NA,NA,NA,NA,NA
2026-02-07,"Europe","Akrotiri and Dhekelia","Akrotiri","Strategic developments","Change to group/activity",1,0,NA,"Strategic developments",4120,34.6,32.9586,2026,NA,NA,NA,NA,NA
2026-02-28,"Europe","Akrotiri and Dhekelia","Akrotiri","Strategic developments","Disrupted weapons use",1,0,NA,"Strategic developments",4120,34.6,32.9586,2026,NA,NA,NA,NA,NA
2026-03-21,"Europe","Akrotiri and Dhekelia","Akrotiri","Strategic developments","Other",1,0,NA,"Strategic developments",4120,34.6,32.9586,2026,NA,NA,NA,NA,NA
2021-01-16,"Europe","Akrotiri and Dhekelia","Dhekelia","Protests","Peaceful protest",1,0,151,"Demonstrations",4119,35.0206,33.758,2021,NA,NA,NA,NA,NA
2021-01-23,"Europe","Akrotiri and Dhekelia","Dhekelia","Protests","Peaceful protest",1,0,151,"Demonstrations",4119,35.0206,33.758,2021,NA,NA,NA,NA,NA
2023-07-08,"Europe","Akrotiri and Dhekelia","Dhekelia","Protests","Peaceful protest",1,0,82,"Demonstrations",4119,35.0206,33.758,2023,NA,NA,NA,NA,NA
2025-02-15,"Europe","Akrotiri and Dhekelia","Dhekelia","Protests","Peaceful protest",1,0,82,"Demonstrations",4119,35.0206,33.758,2025,NA,NA,NA,NA,NA
2025-08-30,"Europe","Akrotiri and Dhekelia","Dhekelia","Protests","Peaceful protest",1,0,902,"Demonstrations",4119,35.0206,33.758,2025,NA,NA,NA,NA,NA
2026-01-31,"Europe","Akrotiri and Dhekelia","Dhekelia","Protests","Peaceful protest",1,0,83,"Demonstrations",4119,35.0206,33.758,2026,NA,NA,NA,NA,NA
2021-09-18,"Europe","Akrotiri and Dhekelia","Dhekelia","Riots","Mob violence",1,0,429,"Political violence",4119,35.0206,33.758,2021,NA,NA,NA,NA,NA
2019-01-26,"Europe","Akrotiri and Dhekelia","Dhekelia","Strategic developments","Change to group/activity",1,0,NA,"Strategic developments",4119,35.0206,33.758,2019,NA,NA,NA,NA,NA
2020-01-18,"Europe","Akrotiri and Dhekelia","Dhekelia","Strategic developments","Change to group/activity",1,0,NA,"Strategic developments",4119,35.0206,33.758,2020,NA,NA,NA,NA,NA
2024-02-10,"Europe","Akrotiri and Dhekelia","Dhekelia","Strategic developments","Change to group/activity",1,0,NA,"Strategic developments",4119,35.0206,33.758,2024,NA,NA,NA,NA,NA
2021-05-15,"Europe","Albania","Berat","Protests","Excessive force against protesters",1,0,329,"Political violence; Demonstrations",35,40.6567,20.088,2021,0.53,0.439,0.33,0.342,0.401
2018-05-05,"Europe","Albania","Berat","Protests","Peaceful protest",1,0,8043,"Demonstrations",35,40.6567,20.088,2018,0.527,0.432,0.319,0.271,0.385
2018-12-08,"Europe","Albania","Berat","Protests","Peaceful protest",1,0,8043,"Demonstrations",35,40.6567,20.088,2018,0.527,0.432,0.319,0.271,0.385
2019-03-02,"Europe","Albania","Berat","Protests","Peaceful protest",1,0,2,"Demonstrations",35,40.6567,20.088,2019,0.517,0.432,0.314,0.265,0.375
2019-03-23,"Europe","Albania","Berat","Protests","Peaceful protest",1,0,13,"Demonstrations",35,40.6567,20.088,2019,0.517,0.432,0.314,0.265,0.375
2019-06-08,"Europe","Albania","Berat","Protests","Peaceful protest",1,0,13,"Demonstrations",35,40.6567,20.088,2019,0.517,0.432,0.314,0.265,0.375
2019-06-22,"Europe","Albania","Berat","Protests","Peaceful protest",1,0,7874,"Demonstrations",35,40.6567,20.088,2019,0.517,0.432,0.314,0.265,0.375
2019-08-03,"Europe","Albania","Berat","Protests","Peaceful protest",2,0,7901,"Demonstrations",35,40.6567,20.088,2019,0.517,0.432,0.314,0.265,0.375
2019-08-10,"Europe","Albania","Berat","Protests","Peaceful protest",1,0,27,"Demonstrations",35,40.6567,20.088,2019,0.517,0.432,0.314,0.265,0.375
2019-08-24,"Europe","Albania","Berat","Protests","Peaceful protest",2,0,40,"Demonstrations",35,40.6567,20.088,2019,0.517,0.432,0.314,0.265,0.375
2019-10-05,"Europe","Albania","Berat","Protests","Peaceful protest",1,0,7874,"Demonstrations",35,40.6567,20.088,2019,0.517,0.432,0.314,0.265,0.375
2020-04-18,"Europe","Albania","Berat","Protests","Peaceful protest",1,0,7673,"Demonstrations",35,40.6567,20.088,2020,0.536,0.447,0.332,0.28,0.4
2020-05-02,"Europe","Albania","Berat","Protests","Peaceful protest",2,0,7733,"Demonstrations",35,40.6567,20.088,2020,0.536,0.447,0.332,0.28,0.4
2020-05-23,"Europe","Albania","Berat","Protests","Peaceful protest",2,0,7673,"Demonstrations",35,40.6567,20.088,2020,0.536,0.447,0.332,0.28,0.4
2020-06-06,"Europe","Albania","Berat","Protests","Peaceful protest",1,0,7673,"Demonstrations",35,40.6567,20.088,2020,0.536,0.447,0.332,0.28,0.4
2021-03-20,"Europe","Albania","Berat","Protests","Peaceful protest",4,0,10667,"Demonstrations",35,40.6567,20.088,2021,0.53,0.439,0.33,0.342,0.401
2021-04-17,"Europe","Albania","Berat","Protests","Peaceful protest",1,0,7456,"Demonstrations",35,40.6567,20.088,2021,0.53,0.439,0.33,0.342,0.401
2021-07-31,"Europe","Albania","Berat","Protests","Peaceful protest",1,0,329,"Demonstrations",35,40.6567,20.088,2021,0.53,0.439,0.33,0.342,0.401
2021-10-16,"Europe","Albania","Berat","Protests","Peaceful protest",1,0,1631,"Demonstrations",35,40.6567,20.088,2021,0.53,0.439,0.33,0.342,0.401
2021-12-18,"Europe","Albania","Berat","Protests","Peaceful protest",1,0,58,"Demonstrations",35,40.6567,20.088,2021,0.53,0.439,0.33,0.342,0.401
2022-03-05,"Europe","Albania","Berat","Protests","Peaceful protest",1,0,7180,"Demonstrations",35,40.6567,20.088,2022,0.523,0.433,0.323,0.3,0.392
2026-01-10,"Europe","Albania","Berat","Protests","Peaceful protest",1,0,6195,"Demonstrations",35,40.6567,20.088,2026,NA,NA,NA,NA,NA
2026-01-31,"Europe","Albania","Berat","Protests","Peaceful protest",1,0,6195,"Demonstrations",35,40.6567,20.088,2026,NA,NA,NA,NA,NA
2020-05-02,"Europe","Albania","Berat","Protests","Protest with intervention",1,0,60,"Demonstrations",35,40.6567,20.088,2020,0.536,0.447,0.332,0.28,0.4
2021-07-31,"Europe","Albania","Berat","Protests","Protest with intervention",1,0,329,"Demonstrations",35,40.6567,20.088,2021,0.53,0.439,0.33,0.342,0.401
2019-06-15,"Europe","Albania","Berat","Riots","Mob violence",1,0,13254,"Political violence",35,40.6567,20.088,2019,0.517,0.432,0.314,0.265,0.375
2019-04-27,"Europe","Albania","Berat","Riots","Violent demonstration",1,0,13254,"Demonstrations",35,40.6567,20.088,2019,0.517,0.432,0.314,0.265,0.375
2021-07-31,"Europe","Albania","Berat","Riots","Violent demonstration",1,0,741,"Demonstrations",35,40.6567,20.088,2021,0.53,0.439,0.33,0.342,0.401
2019-01-19,"Europe","Albania","Berat","Strategic developments","Change to group/activity",1,0,NA,"Strategic developments",35,40.6567,20.088,2019,0.517,0.432,0.314,0.265,0.375
2021-03-27,"Europe","Albania","Berat","Strategic developments","Looting/property destruction",1,0,NA,"Strategic developments",35,40.6567,20.088,2021,0.53,0.439,0.33,0.342,0.401
2022-08-20,"Europe","Albania","Berat","Strategic developments","Other",1,0,NA,"Strategic developments",35,40.6567,20.088,2022,0.523,0.433,0.323,0.3,0.392
2018-06-23,"Europe","Albania","Diber","Protests","Peaceful protest",1,0,1366,"Demonstrations",36,41.6084,20.186,2018,0.527,0.432,0.319,0.271,0.385
2018-07-07,"Europe","Albania","Diber","Protests","Peaceful protest",1,0,1366,"Demonstrations",36,41.6084,20.186,2018,0.527,0.432,0.319,0.271,0.385
2018-07-14,"Europe","Albania","Diber","Protests","Peaceful protest",1,0,1366,"Demonstrations",36,41.6084,20.186,2018,0.527,0.432,0.319,0.271,0.385
2018-07-21,"Europe","Albania","Diber","Protests","Peaceful protest",1,0,1366,"Demonstrations",36,41.6084,20.186,2018,0.527,0.432,0.319,0.271,0.385
2018-12-08,"Europe","Albania","Diber","Protests","Peaceful protest",2,0,12511,"Demonstrations",36,41.6084,20.186,2018,0.527,0.432,0.319,0.271,0.385
2019-01-26,"Europe","Albania","Diber","Protests","Peaceful protest",2,0,18570,"Demonstrations",36,41.6084,20.186,2019,0.517,0.432,0.314,0.265,0.375
2019-02-02,"Europe","Albania","Diber","Protests","Peaceful protest",1,0,1332,"Demonstrations",36,41.6084,20.186,2019,0.517,0.432,0.314,0.265,0.375
2019-04-27,"Europe","Albania","Diber","Protests","Peaceful protest",1,0,183,"Demonstrations",36,41.6084,20.186,2019,0.517,0.432,0.314,0.265,0.375
2019-07-27,"Europe","Albania","Diber","Protests","Peaceful protest",1,0,7702,"Demonstrations",36,41.6084,20.186,2019,0.517,0.432,0.314,0.265,0.375
2019-08-03,"Europe","Albania","Diber","Protests","Peaceful protest",1,0,1300,"Demonstrations",36,41.6084,20.186,2019,0.517,0.432,0.314,0.265,0.375
2019-11-02,"Europe","Albania","Diber","Protests","Peaceful protest",1,0,7,"Demonstrations",36,41.6084,20.186,2019,0.517,0.432,0.314,0.265,0.375
2020-10-03,"Europe","Albania","Diber","Protests","Peaceful protest",1,0,7484,"Demonstrations",36,41.6084,20.186,2020,0.536,0.447,0.332,0.28,0.4
2021-04-10,"Europe","Albania","Diber","Protests","Peaceful protest",2,0,11415,"Demonstrations",36,41.6084,20.186,2021,0.53,0.439,0.33,0.342,0.401
2021-05-29,"Europe","Albania","Diber","Protests","Peaceful protest",1,0,1248,"Demonstrations",36,41.6084,20.186,2021,0.53,0.439,0.33,0.342,0.401
2022-03-12,"Europe","Albania","Diber","Protests","Peaceful protest",1,0,1206,"Demonstrations",36,41.6084,20.186,2022,0.523,0.433,0.323,0.3,0.392
2022-05-14,"Europe","Albania","Diber","Protests","Peaceful protest",1,0,41,"Demonstrations",36,41.6084,20.186,2022,0.523,0.433,0.323,0.3,0.392
2019-06-15,"Europe","Albania","Diber","Riots","Mob violence",2,0,12805,"Political violence",36,41.6084,20.186,2019,0.517,0.432,0.314,0.265,0.375
2018-06-16,"Europe","Albania","Diber","Riots","Violent demonstration",1,0,17879,"Demonstrations",36,41.6084,20.186,2018,0.527,0.432,0.319,0.271,0.385
2019-06-22,"Europe","Albania","Diber","Riots","Violent demonstration",1,0,17440,"Demonstrations",36,41.6084,20.186,2019,0.517,0.432,0.314,0.265,0.375
2019-10-26,"Europe","Albania","Diber","Riots","Violent demonstration",1,0,12,"Demonstrations",36,41.6084,20.186,2019,0.517,0.432,0.314,0.265,0.375
2019-06-01,"Europe","Albania","Diber","Strategic developments","Looting/property destruction",1,0,NA,"Strategic developments",36,41.6084,20.186,2019,0.517,0.432,0.314,0.265,0.375
2021-08-21,"Europe","Albania","Diber","Strategic developments","Looting/property destruction",1,0,NA,"Strategic developments",36,41.6084,20.186,2021,0.53,0.439,0.33,0.342,0.401
2019-06-29,"Europe","Albania","Diber","Violence against civilians","Attack",1,0,17440,"Political violence",36,41.6084,20.186,2019,0.517,0.432,0.314,0.265,0.375
2022-01-22,"Europe","Albania","Durres","Explosions/Remote violence","Remote explosive/landmine/IED",1,0,103869,"Political violence",37,41.4352,19.6217,2022,0.523,0.433,0.323,0.3,0.392
2018-06-09,"Europe","Albania","Durres","Protests","Peaceful protest",1,0,16144,"Demonstrations",37,41.4352,19.6217,2018,0.527,0.432,0.319,0.271,0.385
2018-10-27,"Europe","Albania","Durres","Protests","Peaceful protest",1,0,420,"Demonstrations",37,41.4352,19.6217,2018,0.527,0.432,0.319,0.271,0.385
2018-11-03,"Europe","Albania","Durres","Protests","Peaceful protest",1,0,420,"Demonstrations",37,41.4352,19.6217,2018,0.527,0.432,0.319,0.271,0.385
2018-12-01,"Europe","Albania","Durres","Protests","Peaceful protest",2,0,16144,"Demonstrations",37,41.4352,19.6217,2018,0.527,0.432,0.319,0.271,0.385
2018-12-08,"Europe","Albania","Durres","Protests","Peaceful protest",3,0,22367,"Demonstrations",37,41.4352,19.6217,2018,0.527,0.432,0.319,0.271,0.385
2019-01-12,"Europe","Albania","Durres","Protests","Peaceful protest",1,0,16264,"Demonstrations",37,41.4352,19.6217,2019,0.517,0.432,0.314,0.265,0.375
2019-02-23,"Europe","Albania","Durres","Protests","Peaceful protest",1,0,16264,"Demonstrations",37,41.4352,19.6217,2019,0.517,0.432,0.314,0.265,0.375
2019-03-02,"Europe","Albania","Durres","Protests","Peaceful protest",1,0,16264,"Demonstrations",37,41.4352,19.6217,2019,0.517,0.432,0.314,0.265,0.375
2019-03-09,"Europe","Albania","Durres","Protests","Peaceful protest",1,0,16264,"Demonstrations",37,41.4352,19.6217,2019,0.517,0.432,0.314,0.265,0.375
2019-03-16,"Europe","Albania","Durres","Protests","Peaceful protest",1,0,16264,"Demonstrations",37,41.4352,19.6217,2019,0.517,0.432,0.314,0.265,0.375
2019-03-23,"Europe","Albania","Durres","Protests","Peaceful protest",1,0,16264,"Demonstrations",37,41.4352,19.6217,2019,0.517,0.432,0.314,0.265,0.375
2019-04-20,"Europe","Albania","Durres","Protests","Peaceful protest",1,0,16264,"Demonstrations",37,41.4352,19.6217,2019,0.517,0.432,0.314,0.265,0.375
2019-04-27,"Europe","Albania","Durres","Protests","Peaceful protest",1,0,16264,"Demonstrations",37,41.4352,19.6217,2019,0.517,0.432,0.314,0.265,0.375
2019-05-04,"Europe","Albania","Durres","Protests","Peaceful protest",1,0,16264,"Demonstrations",37,41.4352,19.6217,2019,0.517,0.432,0.314,0.265,0.375
2019-05-18,"Europe","Albania","Durres","Protests","Peaceful protest",1,0,16264,"Demonstrations",37,41.4352,19.6217,2019,0.517,0.432,0.314,0.265,0.375
2019-06-01,"Europe","Albania","Durres","Protests","Peaceful protest",1,0,16264,"Demonstrations",37,41.4352,19.6217,2019,0.517,0.432,0.314,0.265,0.375
2019-06-22,"Europe","Albania","Durres","Protests","Peaceful protest",1,0,16264,"Demonstrations",37,41.4352,19.6217,2019,0.517,0.432,0.314,0.265,0.375
2019-12-28,"Europe","Albania","Durres","Protests","Peaceful protest",1,0,6231,"Demonstrations",37,41.4352,19.6217,2019,0.517,0.432,0.314,0.265,0.375
2020-01-25,"Europe","Albania","Durres","Protests","Peaceful protest",2,0,16348,"Demonstrations",37,41.4352,19.6217,2020,0.536,0.447,0.332,0.28,0.4
2020-02-01,"Europe","Albania","Durres","Protests","Peaceful protest",1,0,16348,"Demonstrations",37,41.4352,19.6217,2020,0.536,0.447,0.332,0.28,0.4
2020-03-21,"Europe","Albania","Durres","Protests","Peaceful protest",1,0,16348,"Demonstrations",37,41.4352,19.6217,2020,0.536,0.447,0.332,0.28,0.4
2020-03-28,"Europe","Albania","Durres","Protests","Peaceful protest",1,0,16348,"Demonstrations",37,41.4352,19.6217,2020,0.536,0.447,0.332,0.28,0.4
2020-04-11,"Europe","Albania","Durres","Protests","Peaceful protest",1,0,16348,"Demonstrations",37,41.4352,19.6217,2020,0.536,0.447,0.332,0.28,0.4
2020-04-18,"Europe","Albania","Durres","Protests","Peaceful protest",1,0,16348,"Demonstrations",37,41.4352,19.6217,2020,0.536,0.447,0.332,0.28,0.4
2020-04-25,"Europe","Albania","Durres","Protests","Peaceful protest",1,0,16348,"Demonstrations",37,41.4352,19.6217,2020,0.536,0.447,0.332,0.28,0.4
2020-05-02,"Europe","Albania","Durres","Protests","Peaceful protest",1,0,16348,"Demonstrations",37,41.4352,19.6217,2020,0.536,0.447,0.332,0.28,0.4
2020-05-09,"Europe","Albania","Durres","Protests","Peaceful protest",1,0,6272,"Demonstrations",37,41.4352,19.6217,2020,0.536,0.447,0.332,0.28,0.4
2020-05-16,"Europe","Albania","Durres","Protests","Peaceful protest",2,0,22620,"Demonstrations",37,41.4352,19.6217,2020,0.536,0.447,0.332,0.28,0.4
2020-05-23,"Europe","Albania","Durres","Protests","Peaceful protest",1,0,16348,"Demonstrations",37,41.4352,19.6217,2020,0.536,0.447,0.332,0.28,0.4
2020-05-30,"Europe","Albania","Durres","Protests","Peaceful protest",3,0,16348,"Demonstrations",37,41.4352,19.6217,2020,0.536,0.447,0.332,0.28,0.4
2020-06-27,"Europe","Albania","Durres","Protests","Peaceful protest",1,0,16348,"Demonstrations",37,41.4352,19.6217,2020,0.536,0.447,0.332,0.28,0.4
2020-08-08,"Europe","Albania","Durres","Protests","Peaceful protest",1,0,16348,"Demonstrations",37,41.4352,19.6217,2020,0.536,0.447,0.332,0.28,0.4
2020-08-29,"Europe","Albania","Durres","Protests","Peaceful protest",1,0,427,"Demonstrations",37,41.4352,19.6217,2020,0.536,0.447,0.332,0.28,0.4
2020-10-17,"Europe","Albania","Durres","Protests","Peaceful protest",2,0,22620,"Demonstrations",37,41.4352,19.6217,2020,0.536,0.447,0.332,0.28,0.4
2020-12-05,"Europe","Albania","Durres","Protests","Peaceful protest",1,0,16348,"Demonstrations",37,41.4352,19.6217,2020,0.536,0.447,0.332,0.28,0.4
2021-02-06,"Europe","Albania","Durres","Protests","Peaceful protest",1,0,16443,"Demonstrations",37,41.4352,19.6217,2021,0.53,0.439,0.33,0.342,0.401
2021-03-13,"Europe","Albania","Durres","Protests","Peaceful protest",1,0,16443,"Demonstrations",37,41.4352,19.6217,2021,0.53,0.439,0.33,0.342,0.401
2021-03-27,"Europe","Albania","Durres","Protests","Peaceful protest",1,0,5447,"Demonstrations",37,41.4352,19.6217,2021,0.53,0.439,0.33,0.342,0.401
2021-04-17,"Europe","Albania","Durres","Protests","Peaceful protest",4,0,28207,"Demonstrations",37,41.4352,19.6217,2021,0.53,0.439,0.33,0.342,0.401
2021-05-22,"Europe","Albania","Durres","Protests","Peaceful protest",1,0,16443,"Demonstrations",37,41.4352,19.6217,2021,0.53,0.439,0.33,0.342,0.401
2021-12-04,"Europe","Albania","Durres","Protests","Peaceful protest",1,0,614,"Demonstrations",37,41.4352,19.6217,2021,0.53,0.439,0.33,0.342,0.401
2022-01-22,"Europe","Albania","Durres","Protests","Peaceful protest",1,0,16454,"Demonstrations",37,41.4352,19.6217,2022,0.523,0.433,0.323,0.3,0.392
2022-04-30,"Europe","Albania","Durres","Protests","Peaceful protest",4,0,679,"Demonstrations",37,41.4352,19.6217,2022,0.523,0.433,0.323,0.3,0.392
2022-10-01,"Europe","Albania","Durres","Protests","Peaceful protest",1,0,16454,"Demonstrations",37,41.4352,19.6217,2022,0.523,0.433,0.323,0.3,0.392
2022-11-05,"Europe","Albania","Durres","Protests","Peaceful protest",1,0,16454,"Demonstrations",37,41.4352,19.6217,2022,0.523,0.433,0.323,0.3,0.392
2022-11-26,"Europe","Albania","Durres","Protests","Peaceful protest",1,0,430,"Demonstrations",37,41.4352,19.6217,2022,0.523,0.433,0.323,0.3,0.392
2023-02-18,"Europe","Albania","Durres","Protests","Peaceful protest",1,0,16565,"Demonstrations",37,41.4352,19.6217,2023,0.51,0.402,0.316,0.278,0.383
2023-03-11,"Europe","Albania","Durres","Protests","Peaceful protest",1,0,6375,"Demonstrations",37,41.4352,19.6217,2023,0.51,0.402,0.316,0.278,0.383
2023-07-29,"Europe","Albania","Durres","Protests","Peaceful protest",1,0,16565,"Demonstrations",37,41.4352,19.6217,2023,0.51,0.402,0.316,0.278,0.383
2024-07-27,"Europe","Albania","Durres","Protests","Peaceful protest",1,0,6423,"Demonstrations",37,41.4352,19.6217,2024,NA,NA,NA,NA,NA
2024-08-03,"Europe","Albania","Durres","Protests","Peaceful protest",1,0,92,"Demonstrations",37,41.4352,19.6217,2024,NA,NA,NA,NA,NA
2024-08-10,"Europe","Albania","Durres","Protests","Peaceful protest",1,0,92,"Demonstrations",37,41.4352,19.6217,2024,NA,NA,NA,NA,NA
2025-10-25,"Europe","Albania","Durres","Protests","Peaceful protest",1,0,16730,"Demonstrations",37,41.4352,19.6217,2025,NA,NA,NA,NA,NA
2026-01-03,"Europe","Albania","Durres","Protests","Peaceful protest",1,0,16817,"Demonstrations",37,41.4352,19.6217,2026,NA,NA,NA,NA,NA
2026-05-02,"Europe","Albania","Durres","Protests","Peaceful protest",2,0,4600,"Demonstrations",37,41.4352,19.6217,2026,NA,NA,NA,NA,NA
2026-06-06,"Europe","Albania","Durres","Protests","Peaceful protest",1,0,NA,"Demonstrations",37,41.4352,19.6217,2026,NA,NA,NA,NA,NA
2020-12-12,"Europe","Albania","Durres","Protests","Protest with intervention",2,0,16348,"Demonstrations",37,41.4352,19.6217,2020,0.536,0.447,0.332,0.28,0.4
2021-04-24,"Europe","Albania","Durres","Riots","Mob violence",2,0,48714,"Political violence",37,41.4352,19.6217,2021,0.53,0.439,0.33,0.342,0.401
2018-12-15,"Europe","Albania","Durres","Riots","Violent demonstration",1,0,10709,"Demonstrations",37,41.4352,19.6217,2018,0.527,0.432,0.319,0.271,0.385
2019-01-12,"Europe","Albania","Durres","Riots","Violent demonstration",1,0,47256,"Demonstrations",37,41.4352,19.6217,2019,0.517,0.432,0.314,0.265,0.375
2020-12-05,"Europe","Albania","Durres","Riots","Violent demonstration",1,0,47501,"Demonstrations",37,41.4352,19.6217,2020,0.536,0.447,0.332,0.28,0.4
2026-02-14,"Europe","Albania","Durres","Strategic developments","Disrupted weapons use",1,0,NA,"Strategic developments",37,41.4352,19.6217,2026,NA,NA,NA,NA,NA
2019-06-29,"Europe","Albania","Durres","Strategic developments","Looting/property destruction",1,0,NA,"Strategic developments",37,41.4352,19.6217,2019,0.517,0.432,0.314,0.265,0.375
2019-11-02,"Europe","Albania","Durres","Violence against civilians","Attack",1,0,47256,"Political violence",37,41.4352,19.6217,2019,0.517,0.432,0.314,0.265,0.375
2021-05-15,"Europe","Albania","Durres","Violence against civilians","Attack",1,0,47780,"Political violence",37,41.4352,19.6217,2021,0.53,0.439,0.33,0.342,0.401
2021-04-17,"Europe","Albania","Elbasan","Battles","Armed clash",1,1,93542,"Political violence",38,41.0618,20.1215,2021,0.53,0.439,0.33,0.342,0.401
2022-08-20,"Europe","Albania","Elbasan","Battles","Armed clash",1,0,778,"Political violence",38,41.0618,20.1215,2022,0.523,0.433,0.323,0.3,0.392
2018-03-31,"Europe","Albania","Elbasan","Protests","Peaceful protest",1,0,17684,"Demonstrations",38,41.0618,20.1215,2018,0.527,0.432,0.319,0.271,0.385
2018-06-02,"Europe","Albania","Elbasan","Protests","Peaceful protest",3,0,20758,"Demonstrations",38,41.0618,20.1215,2018,0.527,0.432,0.319,0.271,0.385
2018-09-01,"Europe","Albania","Elbasan","Protests","Peaceful protest",2,0,17684,"Demonstrations",38,41.0618,20.1215,2018,0.527,0.432,0.319,0.271,0.385
2018-09-08,"Europe","Albania","Elbasan","Protests","Peaceful protest",1,0,17684,"Demonstrations",38,41.0618,20.1215,2018,0.527,0.432,0.319,0.271,0.385
2018-09-15,"Europe","Albania","Elbasan","Protests","Peaceful protest",1,0,17684,"Demonstrations",38,41.0618,20.1215,2018,0.527,0.432,0.319,0.271,0.385
2018-12-01,"Europe","Albania","Elbasan","Protests","Peaceful protest",3,0,17684,"Demonstrations",38,41.0618,20.1215,2018,0.527,0.432,0.319,0.271,0.385
2018-12-08,"Europe","Albania","Elbasan","Protests","Peaceful protest",3,0,17684,"Demonstrations",38,41.0618,20.1215,2018,0.527,0.432,0.319,0.271,0.385
2019-01-05,"Europe","Albania","Elbasan","Protests","Peaceful protest",1,0,17455,"Demonstrations",38,41.0618,20.1215,2019,0.517,0.432,0.314,0.265,0.375
2019-01-12,"Europe","Albania","Elbasan","Protests","Peaceful protest",1,0,17455,"Demonstrations",38,41.0618,20.1215,2019,0.517,0.432,0.314,0.265,0.375
2019-01-19,"Europe","Albania","Elbasan","Protests","Peaceful protest",1,0,17455,"Demonstrations",38,41.0618,20.1215,2019,0.517,0.432,0.314,0.265,0.375
2019-01-26,"Europe","Albania","Elbasan","Protests","Peaceful protest",1,0,6,"Demonstrations",38,41.0618,20.1215,2019,0.517,0.432,0.314,0.265,0.375
2019-03-30,"Europe","Albania","Elbasan","Protests","Peaceful protest",1,0,2855,"Demonstrations",38,41.0618,20.1215,2019,0.517,0.432,0.314,0.265,0.375
2019-04-20,"Europe","Albania","Elbasan","Protests","Peaceful protest",2,0,17455,"Demonstrations",38,41.0618,20.1215,2019,0.517,0.432,0.314,0.265,0.375
2019-04-27,"Europe","Albania","Elbasan","Protests","Peaceful protest",1,0,17455,"Demonstrations",38,41.0618,20.1215,2019,0.517,0.432,0.314,0.265,0.375
2020-03-14,"Europe","Albania","Elbasan","Protests","Peaceful protest",1,0,17172,"Demonstrations",38,41.0618,20.1215,2020,0.536,0.447,0.332,0.28,0.4
2020-04-11,"Europe","Albania","Elbasan","Protests","Peaceful protest",1,0,17172,"Demonstrations",38,41.0618,20.1215,2020,0.536,0.447,0.332,0.28,0.4
2020-06-13,"Europe","Albania","Elbasan","Protests","Peaceful protest",1,0,547,"Demonstrations",38,41.0618,20.1215,2020,0.536,0.447,0.332,0.28,0.4
2020-10-03,"Europe","Albania","Elbasan","Protests","Peaceful protest",2,0,4689,"Demonstrations",38,41.0618,20.1215,2020,0.536,0.447,0.332,0.28,0.4
2020-12-12,"Europe","Albania","Elbasan","Protests","Peaceful protest",2,0,4092,"Demonstrations",38,41.0618,20.1215,2020,0.536,0.447,0.332,0.28,0.4
2021-01-09,"Europe","Albania","Elbasan","Protests","Peaceful protest",1,0,2187,"Demonstrations",38,41.0618,20.1215,2021,0.53,0.439,0.33,0.342,0.401
2021-04-03,"Europe","Albania","Elbasan","Protests","Peaceful protest",2,0,4389,"Demonstrations",38,41.0618,20.1215,2021,0.53,0.439,0.33,0.342,0.401
2021-04-10,"Europe","Albania","Elbasan","Protests","Peaceful protest",1,0,2737,"Demonstrations",38,41.0618,20.1215,2021,0.53,0.439,0.33,0.342,0.401
2021-04-17,"Europe","Albania","Elbasan","Protests","Peaceful protest",1,0,16892,"Demonstrations",38,41.0618,20.1215,2021,0.53,0.439,0.33,0.342,0.401
2021-05-08,"Europe","Albania","Elbasan","Protests","Peaceful protest",1,0,16892,"Demonstrations",38,41.0618,20.1215,2021,0.53,0.439,0.33,0.342,0.401
