"year","urban","size_residence","gender","age","prec_safety","exp_crimevic_justic","exp_crimelocal_gang","exp_crimelocal_police","fair_courts","respect_inst","rights_protected","proud_gov","support_gov","trust_justice","trust_supremecourt_tribunal","trust_armedforces","trust_natleg","trust_natgov","trust_natpolice","trust_politicalparties","trust_exec","trust_supremecourt","trust_localgov","trust_elections","community_problem","attend_community","attend_polmeeting","attend_womensgroup","approve_gay_politics","approve_samesex_marriage","dem_prefernce","ironfist","discrimination_gender","exp_crimeprob_drug","exp_crimeprob_assualt","exp_crimeprob_shooting","pres_dv1","pres_dv2","approve_overthrow","approve_protesting","approve_blockaids","approve_vigilantism","education","goverence_1","political_knoweldge","race","exp_crimecorr_police","exp_crimecorr_public","exp_crimecorr_common","exp_crimecorr_gov","exp_crimecorr_court","exp_crimecorr_health","exp_crimefear_transport","exp_crimefear_school","watch_news","dem_support","auth_coup1","auth_coup2","auth_power1","auth_power2","language","approve_exec","approve_corupption","approve_secuirty","approve_economy","attend_citycouncil","petition_localgov","satisfied_dem","interest_politcs","attend_protest","attend_religion","importance_religion","income_monthly","pres_economy","vote_registration","vote_lastelection","men_better_leaders","gender_corruption","gender_economy","opinion_working_mother","exp_crimevic","exp_crimevic_num","exp_crimevic_household","exp_crimevic_type","exp_crimevic_loc","exp_crimevic_fear","exp_crimevic_move","exp_crimevic_alone","exp_crimelocal_rob","exp_crimelocal_drug","exp_crimelocal_extortion","exp_crimelocal_extortion_family","exp_crimelocal_murders","gender_control_movement","dv_private_matter","dv_police_seriousness","approve_feminist_protests","approve_sexminority_rights","approve_samesex_adoption","approve_genderminority_rights","opinion_working_father","exp_crimelocal_attackwomen","gender_voting_trust","women_political_participation","exp_crimelocal_sexassault","comfort_lgb_leader","comfort_trans_leader","dv_neighborhood_problem","country_name","nationality_label","language_label"
2008,"Urban","Medium city","Male",35,3,2,2,1,4,4,4,4,4,4,4,4,4,4,5,5,5,5,5,NA,4,4,4,NA,7,NA,2,1,NA,NA,NA,NA,NA,NA,6,8,7,6,13,5,5,"Mestizo",0,0,2,NA,NA,0,NA,NA,1,5,NA,NA,NA,NA,NA,3,5,4,NA,2,2,2,4,NA,"Once or twice a year",NA,"Just enough, no major difficulties",3,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Chile","Chilean",NA
2008,"Urban","Medium city","Male",43,1,4,3,2,4,3,3,4,5,3,6,3,4,5,7,5,6,4,7,NA,4,3,4,NA,10,NA,2,2,NA,NA,NA,NA,NA,NA,1,10,2,7,11,5,1,"White",0,0,3,NA,NA,0,NA,NA,1,1,NA,NA,NA,NA,NA,2,2,5,NA,2,2,2,2,NA,"Once or twice a year",NA,"Not enough, some difficulties",3,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Chile","Chilean",NA
2008,"Rural","Rural area","Male",33,1,4,4,1,4,4,3,3,4,4,5,7,3,3,7,3,2,7,4,NA,2,3,4,NA,5,NA,1,1,NA,NA,NA,NA,NA,NA,1,2,1,4,12,3,5,"Mestizo",0,0,3,0,0,0,NA,NA,1,6,NA,NA,NA,NA,NA,3,2,5,NA,1,1,4,2,NA,"Once or twice a year",NA,"Not enough, serious difficulties",4,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Chile","Chilean",NA
2008,"Rural","Rural area","Male",24,2,3,3,2,4,4,5,4,5,5,4,4,5,5,4,4,4,5,4,NA,4,4,4,NA,3,NA,1,1,NA,NA,NA,NA,NA,NA,6,8,4,2,12,2,2,"White",0,0,1,NA,NA,NA,NA,NA,1,4,NA,NA,NA,NA,NA,NA,3,3,NA,2,2,NA,4,NA,"Never or almost never",NA,"Just enough, no major difficulties",3,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Chile","Chilean",NA
2008,"Urban","Small city","Female",57,3,3,3,3,4,5,4,4,4,1,5,7,NA,4,7,1,4,1,4,NA,4,4,4,4,9,NA,2,2,NA,NA,NA,NA,NA,NA,1,10,1,2,8,1,1,"White",0,0,1,NA,NA,0,NA,NA,NA,7,NA,NA,NA,NA,NA,3,3,3,NA,2,1,3,4,NA,"Once or twice a year",NA,"Just enough, no major difficulties",3,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Chile","Chilean",NA
2008,"Urban","Small city","Female",41,1,4,4,1,4,4,4,6,4,1,4,6,1,1,3,3,6,2,2,NA,4,4,4,4,4,NA,2,2,NA,NA,NA,NA,NA,NA,1,6,1,1,15,4,4,"White",0,0,2,NA,NA,0,NA,NA,1,7,NA,NA,NA,NA,NA,2,5,5,NA,2,2,3,4,NA,"Once or twice a year",NA,"Not enough, serious difficulties",4,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Chile","Chilean",NA
2008,"Urban","Large city","Female",40,4,4,3,1,4,4,3,3,2,2,2,NA,2,2,7,1,2,2,3,NA,2,4,4,4,10,NA,2,2,NA,NA,NA,NA,NA,NA,1,10,10,1,14,1,7,"Mestizo",0,0,2,NA,0,NA,NA,NA,1,7,NA,NA,NA,NA,NA,4,2,2,NA,2,2,3,4,NA,"Once or twice a year",NA,"Not enough, some difficulties",5,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Chile","Chilean",NA
2008,"Urban","Large city","Female",19,4,4,1,2,3,4,1,2,6,1,2,2,1,2,2,2,2,2,3,NA,4,4,4,4,7,NA,2,2,NA,NA,NA,NA,NA,NA,2,5,4,7,12,1,6,"Mestizo",0,0,1,NA,NA,0,NA,NA,1,6,NA,NA,NA,NA,NA,4,1,1,NA,2,1,4,3,NA,"Once a week",NA,"Not enough, serious difficulties",3,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Chile","Chilean",NA
2008,"Urban","Medium city","Male",47,3,3,3,NA,5,6,5,5,5,4,5,5,5,5,5,5,6,5,5,NA,4,4,4,NA,7,NA,NA,1,NA,NA,NA,NA,NA,NA,5,4,5,5,12,4,4,"Mestizo",0,0,3,NA,NA,NA,NA,NA,1,4,NA,NA,NA,NA,NA,3,4,5,NA,2,2,NA,3,NA,"Once or twice a year",NA,"Just enough, no major difficulties",2,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Chile","Chilean",NA
2008,"Rural","Rural area","Female",19,1,4,4,3,3,4,3,5,5,2,2,6,3,3,5,1,5,6,2,NA,4,4,4,1,1,NA,2,2,NA,NA,NA,NA,NA,NA,1,10,1,10,12,1,1,"Mestizo",0,0,3,0,NA,0,NA,NA,1,7,NA,NA,NA,NA,NA,2,1,4,NA,2,2,2,1,NA,"Never or almost never",NA,"Not enough, some difficulties",2,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Chile","Chilean",NA
2008,"Urban","Small city","Male",43,1,2,2,NA,6,6,6,7,7,5,5,6,6,6,6,6,6,6,2,NA,2,1,1,NA,8,NA,2,2,NA,NA,NA,NA,NA,NA,1,9,1,1,17,6,6,"White",0,0,3,0,0,0,NA,NA,1,6,NA,NA,NA,NA,NA,2,5,5,NA,1,2,2,1,NA,"Once a month",NA,"Just enough, no major difficulties",2,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Chile","Chilean",NA
2008,"Urban","National capital (metro area)","Female",77,1,3,4,2,5,5,4,6,6,3,7,7,5,6,7,5,5,5,7,NA,3,4,4,4,10,NA,NA,1,NA,NA,NA,NA,NA,NA,1,1,1,1,10,NA,1,"White",0,0,2,NA,NA,NA,NA,NA,NA,7,NA,NA,NA,NA,NA,3,4,5,NA,2,2,2,4,NA,"Once a month",NA,"Just enough, no major difficulties",4,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Chile","Chilean",NA
2008,"Urban","Small city","Female",39,4,4,1,1,1,1,1,1,1,3,1,1,1,1,3,1,1,1,1,NA,4,4,4,4,7,NA,3,1,NA,NA,NA,NA,NA,NA,1,1,1,1,9,5,1,"Indigenous",0,0,1,0,0,0,NA,NA,1,7,NA,NA,NA,NA,NA,3,3,3,NA,2,2,3,3,NA,"Once a week",NA,"Not enough, some difficulties",2,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Chile","Chilean",NA
2008,"Urban","National capital (metro area)","Male",40,3,4,1,1,5,7,6,7,7,5,5,7,7,7,7,4,7,5,6,NA,4,4,4,NA,1,NA,2,2,NA,NA,NA,NA,NA,NA,1,5,2,1,12,7,7,"White",0,0,3,NA,NA,0,NA,NA,1,7,NA,NA,NA,NA,NA,2,7,6,NA,2,2,1,2,NA,"Once or twice a year",NA,"Just enough, no major difficulties",2,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Chile","Chilean",NA
2008,"Urban","National capital (metro area)","Male",50,3,3,2,1,3,4,4,5,5,4,4,5,5,5,5,4,4,4,4,NA,4,4,4,NA,3,NA,2,2,NA,NA,NA,NA,NA,NA,1,5,1,1,12,4,5,"Mestizo",0,0,2,NA,NA,0,NA,NA,1,6,NA,NA,NA,NA,NA,3,4,4,NA,2,2,2,4,NA,"Once or twice a year",NA,"Just enough, no major difficulties",3,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Chile","Chilean",NA
2008,"Urban","National capital (metro area)","Female",19,3,4,3,3,3,4,5,5,3,4,5,6,6,6,6,6,5,4,6,NA,4,4,4,4,5,NA,3,1,NA,NA,NA,NA,NA,NA,5,8,9,5,7,6,5,"White",0,0,1,NA,NA,0,NA,NA,2,6,NA,NA,NA,NA,NA,4,4,5,NA,2,2,3,4,NA,"Never or almost never",NA,"Not enough, some difficulties",4,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Chile","Chilean",NA
2008,"Rural","Rural area","Female",48,2,2,3,3,5,4,3,5,3,3,3,5,5,5,7,3,5,5,7,NA,4,4,4,4,5,NA,2,2,NA,NA,NA,NA,NA,NA,1,7,1,1,8,3,2,"White",0,0,3,NA,NA,1,NA,NA,NA,7,NA,NA,NA,NA,NA,3,3,3,NA,2,2,4,4,NA,"Once or twice a year",NA,"Not enough, some difficulties",4,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Chile","Chilean",NA
2008,"Urban","Medium city","Female",26,2,4,4,1,4,4,4,3,3,3,3,3,3,4,5,4,6,4,4,NA,NA,4,4,4,5,NA,NA,2,NA,NA,NA,NA,NA,NA,1,4,5,3,17,4,4,"Mestizo",0,0,1,NA,NA,NA,NA,NA,1,5,NA,NA,NA,NA,NA,2,3,3,NA,2,2,2,3,NA,"Once a month",NA,"Enough and can save",3,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Chile","Chilean",NA
2008,"Urban","National capital (metro area)","Female",70,3,2,3,3,5,6,5,6,5,6,7,5,6,6,5,5,4,5,5,NA,4,1,4,4,5,NA,3,2,NA,NA,NA,NA,NA,NA,5,10,6,6,12,4,5,"White",0,0,2,0,0,1,NA,NA,1,4,NA,NA,NA,NA,NA,3,5,4,NA,2,2,2,3,NA,"Once a month",NA,"Not enough, some difficulties",5,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Chile","Chilean",NA
2008,"Urban","National capital (metro area)","Female",74,1,1,4,1,3,4,4,3,1,3,3,3,3,1,7,1,3,3,6,NA,2,4,4,4,1,NA,2,1,NA,NA,NA,NA,NA,NA,1,1,1,1,8,1,7,"Mestizo",0,0,2,0,NA,NA,NA,NA,NA,6,NA,NA,NA,NA,NA,2,7,6,NA,1,1,3,3,NA,"Once a month",NA,"Not enough, some difficulties",4,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Chile","Chilean",NA
2008,"Rural","Rural area","Male",53,2,2,2,NA,3,6,4,3,5,3,3,3,3,4,5,4,6,5,5,NA,4,2,4,NA,5,NA,2,1,NA,NA,NA,NA,NA,NA,1,5,1,1,8,1,1,"White",0,0,2,0,NA,0,NA,NA,1,5,NA,NA,NA,NA,NA,3,5,6,NA,2,2,2,4,NA,"Once a month",NA,"Just enough, no major difficulties",3,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Chile","Chilean",NA
2008,"Urban","Large city","Female",70,4,3,1,3,3,7,4,4,3,3,1,6,4,7,7,4,6,5,5,NA,3,3,4,4,4,NA,2,2,NA,NA,NA,NA,NA,NA,1,1,3,3,12,5,5,"Mestizo",0,0,2,NA,NA,1,NA,NA,1,7,NA,NA,NA,NA,NA,2,5,5,NA,2,2,2,3,NA,"Never or almost never",NA,"Not enough, some difficulties",1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Chile","Chilean",NA
2008,"Urban","Medium city","Female",27,4,4,4,1,1,3,3,4,4,1,3,4,4,4,6,2,5,1,3,NA,1,3,4,4,10,NA,1,1,NA,NA,NA,NA,NA,NA,1,10,4,10,16,2,2,"White",0,0,3,0,0,0,NA,NA,NA,6,NA,NA,NA,NA,NA,2,2,4,NA,2,2,2,3,NA,"Once a month",NA,"Just enough, no major difficulties",2,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Chile","Chilean",NA
2008,"Rural","Rural area","Male",63,2,3,4,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,4,4,NA,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,8,8,1,7,2,NA,"Mestizo",0,0,1,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,1,NA,NA,2,2,3,3,NA,"Once a month",NA,"Not enough, some difficulties",4,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Chile","Chilean",NA
2008,"Urban","National capital (metro area)","Male",52,4,2,2,2,3,4,2,3,4,2,2,4,5,3,4,5,4,3,2,NA,NA,4,4,NA,8,NA,2,2,NA,NA,NA,NA,NA,NA,2,4,5,8,12,NA,NA,"White",0,0,2,0,NA,NA,NA,NA,2,2,NA,NA,NA,NA,NA,2,3,2,NA,2,2,2,3,NA,"Never or almost never",NA,"Enough and can save",3,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Chile","Chilean",NA
2008,"Urban","National capital (metro area)","Female",44,2,3,2,1,4,4,5,5,5,4,5,5,5,5,5,4,6,5,5,NA,4,4,4,4,10,NA,2,2,NA,NA,NA,NA,NA,NA,1,5,5,1,12,4,5,"White",0,0,1,NA,NA,NA,NA,NA,NA,7,NA,NA,NA,NA,NA,2,5,5,NA,2,2,2,3,NA,"Once a week",NA,"Just enough, no major difficulties",2,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Chile","Chilean",NA
2008,"Rural","Rural area","Male",55,2,2,4,1,1,1,1,1,1,1,1,1,1,4,6,3,7,1,3,NA,2,2,4,NA,8,NA,2,2,NA,NA,NA,NA,NA,NA,2,6,5,4,12,2,6,"Indigenous",0,0,2,0,NA,NA,NA,NA,NA,6,NA,NA,NA,NA,NA,3,1,1,NA,1,1,2,4,NA,"Once or twice a year",NA,"Just enough, no major difficulties",1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Chile","Chilean",NA
2008,"Urban","National capital (metro area)","Male",35,4,3,1,1,3,6,7,7,6,6,6,6,5,5,5,3,5,3,5,NA,3,1,4,NA,6,NA,2,2,NA,NA,NA,NA,NA,NA,1,7,3,6,12,4,2,"Mestizo",0,0,3,0,NA,NA,NA,NA,1,3,NA,NA,NA,NA,NA,2,5,6,NA,2,1,2,3,NA,"Never or almost never",NA,"Just enough, no major difficulties",4,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Chile","Chilean",NA
2008,"Urban","National capital (metro area)","Male",23,1,4,3,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,NA,2,4,4,NA,2,NA,1,2,NA,NA,NA,NA,NA,NA,8,10,7,7,11,1,1,"White",0,0,3,NA,NA,0,NA,NA,1,6,NA,NA,NA,NA,NA,3,1,2,NA,2,2,1,4,NA,"Never or almost never",NA,"Just enough, no major difficulties",3,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Chile","Chilean",NA
2008,"Urban","Medium city","Male",40,2,4,1,3,5,6,5,6,6,NA,6,NA,6,6,5,6,6,NA,4,NA,3,4,4,NA,10,NA,2,2,NA,NA,NA,NA,NA,NA,5,10,10,5,4,5,4,"Mestizo",0,0,NA,NA,NA,NA,NA,NA,1,7,NA,NA,NA,NA,NA,2,6,5,NA,1,2,1,4,NA,"Once a month",NA,"Not enough, serious difficulties",3,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Chile","Chilean",NA
2008,"Urban","Medium city","Female",31,2,3,1,1,2,7,6,5,6,3,5,6,6,6,6,5,5,6,5,NA,3,4,2,4,5,NA,2,1,NA,NA,NA,NA,NA,NA,2,5,5,4,12,5,5,"Other",0,0,2,0,0,0,NA,NA,1,4,NA,NA,NA,NA,NA,3,3,2,NA,1,1,3,3,NA,"Once or twice a year",NA,"Enough and can save",3,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Chile","Chilean",NA
2008,"Urban","Medium city","Male",36,2,2,4,3,4,4,4,4,4,2,4,2,4,4,5,1,6,4,4,NA,4,4,4,NA,10,NA,2,2,NA,NA,NA,NA,NA,NA,1,10,10,NA,13,1,7,"Mestizo",0,0,1,NA,NA,NA,NA,NA,1,7,NA,NA,NA,NA,NA,3,3,3,NA,2,2,3,3,NA,"Never or almost never",NA,"Just enough, no major difficulties",3,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Chile","Chilean",NA
2008,"Urban","Small city","Female",28,3,3,3,2,4,4,3,4,4,3,4,3,3,3,4,3,5,3,3,NA,3,4,4,4,10,NA,1,2,NA,NA,NA,NA,NA,NA,2,10,6,7,13,1,1,"White",0,0,1,NA,NA,0,NA,NA,1,NA,NA,NA,NA,NA,NA,3,3,3,NA,2,2,NA,4,NA,"Never or almost never",NA,"Just enough, no major difficulties",3,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Chile","Chilean",NA
2008,"Urban","Small city","Female",57,2,3,2,2,4,4,3,5,5,4,3,4,3,4,4,3,5,3,6,NA,4,4,4,4,10,NA,1,2,NA,NA,NA,NA,NA,NA,2,9,6,7,4,1,1,"White",0,0,1,NA,NA,0,NA,NA,1,NA,NA,NA,NA,NA,NA,3,3,2,NA,2,2,NA,4,NA,"Never or almost never",NA,"Not enough, serious difficulties",3,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Chile","Chilean",NA
2008,"Urban","Medium city","Male",52,3,3,2,3,5,6,5,5,5,4,4,5,4,5,4,5,5,5,6,NA,4,4,4,NA,7,NA,2,2,NA,NA,NA,NA,NA,NA,1,8,3,2,8,3,4,"Mestizo",0,0,1,NA,NA,1,NA,NA,NA,4,NA,NA,NA,NA,NA,2,3,5,NA,2,2,2,3,NA,"Once a month",NA,"Just enough, no major difficulties",3,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Chile","Chilean",NA
2008,"Rural","Rural area","Male",35,4,4,4,1,3,3,2,2,2,2,2,7,1,1,7,2,5,1,5,NA,4,4,4,NA,1,NA,2,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,11,1,1,"White",0,0,1,NA,NA,0,NA,NA,NA,7,NA,NA,NA,NA,NA,4,1,1,NA,2,2,4,4,NA,"Never or almost never",NA,"Not enough, serious difficulties",4,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Chile","Chilean",NA
2008,"Rural","Rural area","Male",61,3,3,4,NA,5,7,5,7,7,5,6,5,NA,5,NA,5,5,NA,NA,NA,4,4,4,NA,10,NA,2,2,NA,NA,NA,NA,NA,NA,1,10,1,5,3,6,2,"Mestizo",0,0,3,NA,NA,0,NA,NA,1,7,NA,NA,NA,NA,NA,3,NA,6,NA,2,2,2,2,NA,"Never or almost never",NA,"Just enough, no major difficulties",3,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Chile","Chilean",NA
2008,"Urban","National capital (metro area)","Male",41,2,3,3,1,3,7,7,7,7,5,7,7,5,2,7,4,2,5,7,NA,4,4,4,NA,NA,NA,2,1,NA,NA,NA,NA,NA,NA,1,10,10,10,9,5,2,"Indigenous",0,0,2,1,NA,0,NA,NA,1,6,NA,NA,NA,NA,NA,4,1,2,NA,2,2,2,4,NA,"Once a week",NA,"Just enough, no major difficulties",2,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Chile","Chilean",NA
2008,"Urban","National capital (metro area)","Male",20,3,4,2,2,4,4,4,6,NA,1,4,6,7,6,5,4,6,3,4,NA,4,4,4,NA,4,NA,NA,2,NA,NA,NA,NA,NA,NA,8,8,5,NA,12,4,4,"White",0,0,2,NA,NA,0,NA,NA,2,3,NA,NA,NA,NA,NA,3,NA,4,NA,2,2,3,3,NA,"Once or twice a year",NA,"Just enough, no major difficulties",3,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Chile","Chilean",NA
2008,"Urban","Large city","Female",25,3,4,1,2,5,4,1,7,6,4,3,5,3,4,3,3,5,4,7,NA,3,2,4,4,6,NA,2,1,NA,NA,NA,NA,NA,NA,1,2,1,1,10,5,6,"White",0,0,2,NA,0,0,NA,NA,1,5,NA,NA,NA,NA,NA,3,7,5,NA,2,2,3,4,NA,"Never or almost never",NA,"Just enough, no major difficulties",3,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Chile","Chilean",NA
2008,"Rural","Rural area","Male",43,3,4,4,1,5,5,5,5,5,5,5,6,4,4,5,1,1,5,1,NA,4,4,4,NA,1,NA,1,1,NA,NA,NA,NA,NA,NA,1,10,1,1,8,1,1,"White",0,0,NA,0,NA,0,NA,NA,1,7,NA,NA,NA,NA,NA,3,1,7,NA,1,2,4,4,NA,"Once a month",NA,"Not enough, serious difficulties",3,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Chile","Chilean",NA
